user_id,user_score,user_freq
7,1.9146,1
10,98.8812,2
11,1.9435,1
18,34.3104,1
21,1916.31,2
24,10.8626,2
36,258.403,1
40,39.6108,1
41,39.981,1
46,749.509,3
47,11.3959,2
54,50.7688,1
58,165.88,1
59,95.8383,2
62,132.969,1
65,126.008,1
71,846.613,1
73,67.1254,1
76,37.0136,1
77,1246.16,1
86,4.1697,1
90,641.884,2
97,8.0428,1
102,6.1049,1
104,13.1329,1
105,9732.43,1
109,6.1913,1
112,9.1142,1
113,260.323,1
115,6.5047,1
122,11.2812,2
123,570.213,1
124,18.7306,1
125,34.9871,1
130,10.7857,1
137,9.935,1
145,29.6139,1
151,6.1795,1
153,287.445,1
156,68.9759,1
157,7.4589,1
159,1.796,1
160,51.5749,2
164,182.091,1
169,196.601,1
170,16.2553,1
173,19.059,1
179,66.0067,1
184,6.9901,1
185,14.3452,1
186,48.4492,1
187,30.9954,1
196,2001.28,2
203,542.303,1
206,207.177,1
207,128.059,1
209,2498.95,1
216,83.7761,1
222,6.9777,1
244,31.4497,1
247,146.777,1
249,16.5089,2
253,4.707,1
255,98.8146,1
256,41.0619,2
264,10.8015,1
266,115.392,1
272,10.6085,1
274,58.1261,1
283,16.2197,1
286,14.4342,1
289,3.0367,2
290,325.928,1
300,13.8698,1
301,88.5915,1
305,42.2865,1
310,2413.07,1
315,4.3307,1
318,12.9347,1
325,11.5851,1
327,39.3519,1
335,152.346,1
336,76.3088,1
339,34.244,1
340,2342.03,1
344,3.1172,1
348,462.377,1
349,2.914,1
350,79.6531,1
362,13109.6,2
363,8.278,1
365,29.7807,1
366,999.77,1
375,1068.61,1
376,166.018,2
378,4.5615,1
383,2824.74,1
388,5.5744,1
390,231.933,1
391,207.662,2
392,9.3431,1
393,17.3694,1
402,59.5958,1
404,22.797,2
411,70.3459,2
419,48.0387,1
425,5.1525,2
441,43.3389,1
452,71.0951,1
456,19.9586,1
465,95.3861,1
471,3.6792,1
476,11.0274,1
478,20.1642,1
479,4009.7,2
484,6.1822,1
486,81.6162,1
487,43.9983,1
494,133.538,1
506,10.9035,1
510,481.403,1
512,5.0215,1
513,911.201,1
514,206.498,1
516,2725.67,3
519,11.1952,1
527,801.91,1
529,961.122,3
530,115.818,1
537,165.886,2
540,3.6963,1
545,11.5062,1
558,74.2772,1
585,25.1519,1
586,27.6554,1
591,15.3227,1
592,188.596,1
594,27.382,3
596,2.9261,1
607,447.083,1
613,8.1224,2
614,4.4119,1
615,15.7397,1
616,1565.51,1
631,22.0679,1
632,11.3965,1
633,50.554,1
645,46.3023,1
646,291.174,2
649,135.62,1
651,13.5832,1
653,62.9927,1
654,47.7241,1
659,10.8031,1
671,15.7644,1
674,164.855,1
682,1.7481,1
687,2317.75,1
690,314.293,1
703,56.3031,1
704,62.106,1
709,283.821,1
714,39.2859,1
717,705.748,1
719,503.775,1
721,139.168,1
722,1881.31,1
726,1012.53,2
740,111.403,2
743,4.4603,1
749,5.0011,1
756,17.3084,1
766,5.2516,1
770,70.7525,1
772,2609.06,2
773,21.3957,1
789,383.1,1
793,163.166,1
800,595.824,2
802,3210.71,1
805,1976.62,1
806,4.1595,1
807,5735.15,1
810,796.621,1
812,114.584,2
816,3.6144,1
817,12.0763,1
821,458.714,1
823,41.8163,2
825,1722.99,1
831,3989.1,1
833,478.139,1
847,701.805,1
849,145.665,1
850,643.271,1
852,15.7678,1
854,13.1405,1
857,18.9804,1
858,171.126,1
859,2.1839,1
865,558.691,1
873,293.329,1
884,142.464,1
885,202.629,1
886,424.9,1
887,427.005,1
889,1616.56,1
890,125.083,1
899,35.4818,3
905,704.428,2
906,66.6861,1
918,114.538,1
919,615.51,1
923,41.9043,1
928,7200.25,1
929,68.5243,1
931,84.007,2
932,79.8386,1
935,22.9314,1
939,1769.51,1
941,15.5166,1
954,138.529,2
956,763.933,2
966,1364.5,1
969,6.4471,1
974,3.6219,1
982,18.5515,1
985,9.5638,1
986,16.5826,1
989,144.913,1
990,2.3867,1
992,157.511,1
993,18.1329,1
994,4.3924,1
997,103.439,1
1003,26.3339,1
1009,4.3469,1
1014,226.706,1
1015,88.9174,1
1016,320.805,1
1020,101.304,1
1026,39.912,1
1027,12.2076,1
1028,31.4708,1
1031,9.0075,1
1046,60.5169,1
1047,30.0619,1
1049,163.378,1
1050,42.9262,1
1051,21.4882,1
1053,17.6875,2
1059,309.118,1
1066,4.2289,1
1068,197.641,1
1069,1568.84,1
1071,24537.0,1
1076,4.6885,1
1077,30.5759,1
1084,132.944,1
1092,114.272,2
1096,8.7761,1
1098,14.1044,1
1101,217.222,1
1103,22.7414,1
1104,91.9472,1
1107,59.3363,1
1111,4.6543,1
1112,684.902,1
1118,847.766,1
1121,9.6596,1
1130,72.1999,1
1135,166.166,2
1140,23.3532,1
1141,138.771,1
1146,31.1599,2
1148,113.186,1
1152,192.327,1
1153,6.2317,1
1160,478.3,3
1162,2.8462,1
1163,90.7732,1
1171,253.948,1
1173,2.2505,1
1175,95.5978,1
1179,955.402,1
1185,1055.87,2
1198,12.7593,1
1202,297.409,1
1204,14.1411,2
1210,1460.04,1
1218,434.385,1
1223,11.3105,2
1225,3.2898,1
1227,109.682,2
1236,58.3839,1
1237,7.709,1
1239,1166.79,2
1243,933.185,2
1246,518.443,1
1247,97.0008,1
1248,58.9768,1
1249,104.709,1
1251,226.291,1
1252,195.642,1
1256,60.6736,1
1259,1016.64,2
1273,1989.23,4
1275,238.558,2
1284,23.2043,1
1294,583.523,1
1301,17.3407,1
1303,4.0201,1
1311,811.445,1
1321,2.6361,1
1323,5.1908,2
1325,27.1455,1
1330,26.515,1
1332,74.9267,1
1335,24.9996,2
1339,39.8821,1
1347,24.3946,1
1351,295.093,1
1352,40.136,1
1359,14.8195,1
1362,34.1161,1
1363,99.0438,1
1365,28.9384,1
1366,27.4518,1
1367,18.106,2
1377,35.0686,1
1379,28.1154,1
1380,74.2805,1
1384,430.399,1
1397,20.6243,1
1414,18.3978,1
1436,15.0969,2
1440,166.422,1
1444,17.9464,1
1445,1.6986,1
1448,59.3482,1
1450,1137.75,1
1451,12.4644,1
1453,5.4549,1
1456,48.0371,1
1461,161.968,1
1463,2.8174,1
1464,2.6208,1
1465,13.1932,1
1472,22.6388,1
1479,13.7103,2
1490,2272.84,2
1494,181.667,3
1504,72.161,2
1506,33.9286,1
1507,121.391,1
1510,75.8392,1
1513,40.1188,1
1515,3.2248,1
1528,934.536,2
1530,262.159,1
1532,12.0318,1
1538,105.716,1
1539,175.599,1
1541,53.5627,1
1551,9.893,2
1555,17.539,1
1562,8.8634,1
1567,2.9639,1
1574,1038.54,1
1580,157.04,1
1585,113.849,1
1587,529.651,1
1589,2.6904,1
1590,21.5706,1
1608,8.7858,1
1610,28.0363,1
1615,9.0649,2
1621,17.7857,1
1622,20.8056,1
1631,95.4123,1
1642,293.948,2
1647,8.651,1
1650,14.3462,1
1664,70.8783,1
1666,190.069,1
1667,152.392,1
1668,8.6357,1
1672,77.2278,1
1674,18.6087,1
1675,3.1429,1
1683,5.4855,1
1685,24.7099,1
1687,10.8742,1
1703,1095.77,1
1704,1012.86,1
1706,166.916,1
1707,439.549,1
1708,382.454,1
1715,116.383,1
1721,39.0703,1
1727,1.7978,1
1731,65.5343,1
1737,16.3527,1
1739,40.3763,1
1740,10.0812,1
1755,33.4601,1
1763,79.4133,1
1767,460.384,1
1778,43.2033,1
1780,23.4036,1
1783,50.6788,1
1785,51.1253,1
1786,34.1984,1
1787,32.9439,1
1790,23.4,1
1791,24.0925,2
1792,38.6439,1
1793,162.903,1
1794,121.533,1
1798,39.4919,1
1803,24.75,1
1809,24.8116,2
1813,387.708,1
1815,119.627,1
1819,797.266,1
1822,411.507,1
1823,5.5711,1
1825,5.8911,1
1831,169.262,1
1834,560.222,2
1836,163.075,1
1837,137.426,1
1839,180.742,1
1842,57.9095,1
1845,3837.39,3
1847,184.247,1
1850,289.082,1
1858,110.328,1
1862,24.9533,1
1865,68.4621,1
1868,65.4237,1
1876,21.1679,1
1878,80.241,1
1880,90.0029,1
1886,183.579,1
1895,91.1724,1
1897,159.953,2
1900,10.4473,1
1901,244.638,1
1912,18.3289,1
1915,98.7964,1
1918,20.6968,1
1930,50.967,1
1933,151.097,1
1935,91.6892,1
1937,149.662,1
1941,22.4767,1
1948,4.4595,1
1961,9.8024,2
1965,18.8546,1
1967,254.703,1
1968,61.2725,1
1971,6.9156,1
1983,2003.46,1
1984,7.6687,1
1985,949.814,1
1994,8.5571,1
1997,157.225,2
1998,190.288,1
1999,691.034,1
2003,25.6698,1
2010,12.0986,1
2011,16.4872,1
2016,45.6771,1
2020,32.9508,1
2027,8.5803,1
2031,157.789,1
2035,15.0547,1
2039,24.9285,1
2040,5.9351,1
2044,43.4301,1
2055,31.3709,1
2065,4.3784,1
2071,13.2949,3
2073,12.0533,1
2076,350.178,1
2080,23.0936,1
2081,23.754,1
2085,188.425,1
2088,29.323,1
2089,100.662,1
2090,5.1029,1
2095,148.57,1
2097,23.2342,1
2099,183.727,1
2102,16.3444,1
2104,15.4706,1
2105,239.218,1
2114,253.984,1
2117,122.075,1
2118,97.0823,2
2120,9.912,1
2123,75.8942,1
2125,11.4848,2
2131,273.76,1
2146,16.5614,1
2147,118.363,1
2150,22.6389,1
2153,180.715,2
2158,1.5871,1
2161,255.855,1
2166,268.13,1
2183,29.7423,1
2184,18.2645,1
2188,37.7388,1
2191,36.8675,1
2196,138.325,1
2205,66.0124,2
2206,6.9839,1
2208,102.79,1
2211,2.7119,1
2221,64.3289,1
2226,76.6811,1
2227,162.048,1
2228,31.033,1
2231,11.4521,1
2236,17.251,1
2241,24.1507,1
2242,342.659,1
2256,24.2364,1
2258,6.7645,1
2259,16.2692,2
2260,2.2661,1
2267,42.4895,1
2272,14.6276,1
2277,26.0072,1
2284,22.9341,1
2286,1171.88,1
2295,21.3274,1
2302,57.8225,1
2303,54.0138,1
2311,11.9837,2
2312,307.184,1
2313,95.2503,1
2317,142.396,2
2318,362.993,1
2327,13.9655,1
2329,2.211,1
2347,8.2192,1
2348,64.0474,2
2349,122.649,1
2354,43.0508,1
2363,1008.87,1
2369,19.9388,2
2385,124.331,2
2389,32.3587,1
2391,19.4992,1
2395,36.7227,1
2396,44.3955,1
2404,14.1109,1
2407,73.9395,3
2416,128.53,1
2425,466.337,1
2432,2.1631,1
2433,274.178,1
2445,31.7427,1
2447,20.0895,1
2450,68.8696,1
2453,23.885,1
2455,45.9475,1
2463,44.2499,1
2480,39.7398,1
2481,32.585,1
2483,144.076,1
2487,55.263,1
2488,15.8343,1
2489,26.2524,1
2491,10.6764,1
2493,27.7827,1
2497,98.2206,1
2498,36.2895,1
2503,63.5158,1
2506,42.8466,1
2511,147.03,1
2517,21.3334,1
2523,9.2024,1
2526,39.5919,1
2528,142.577,1
2530,32.516,1
2538,2198.84,1
2539,149.549,1
2552,65.4562,1
2553,40.1905,1
2555,32.3399,1
2563,62.63,1
2564,33.2823,1
2569,141.69,1
2572,48.1039,2
2576,111.952,1
2577,13.0314,1
2579,41.4669,1
2580,25.0013,1
2584,116.294,1
2587,18.683,2
2588,11.2494,2
2590,28.8058,1
2591,19.2296,1
2592,18.4676,1
2601,14.5467,1
2603,194.466,1
2605,83.9634,2
2606,55.3501,1
2613,66.9035,1
2619,41.1937,1
2621,21.0828,1
2622,49.423,1
2626,15.0651,1
2628,44.077,1
2632,3760.87,1
2634,26.0007,1
2641,258.852,1
2642,45.6128,1
2643,13.1645,1
2644,9.2424,1
2646,28.4447,1
2649,35.3493,1
2656,18.2235,1
2658,87.2506,1
2670,25.1123,1
2673,2074.97,1
2675,111.139,1
2680,21.567,1
2683,61.7766,1
2686,4335.36,1
2689,299.541,1
2690,59.3712,1
2706,39.1406,1
2707,86.8224,1
2718,11.2963,1
2719,324.409,2
2721,219.373,2
2722,114.031,1
2725,4.4603,1
2733,27.8786,3
2735,22.2485,1
2739,66.5544,1
2740,7.1587,1
2741,65.3405,1
2749,21.5231,1
2756,42.0254,1
2757,110.1,2
2760,17.6713,1
2761,171.381,1
2763,58.7392,1
2772,32.5914,2
2777,12.8353,1
2778,9.8503,1
2779,193.455,1
2781,35.8534,1
2787,24.2545,1
2788,15.0703,1
2791,20.9171,1
