user_id,user_score,user_freq
19,7.3327,1
31,64.7793,1
32,531.564,1
46,749.509,1
54,50.7688,1
78,3.4957,1
86,4.1697,1
99,39.9734,1
107,4.6415,1
110,3.0522,1
111,5.455,1
112,9.1142,1
123,570.213,1
127,8.5786,1
139,262.765,1
141,147.079,1
142,28.3882,1
151,6.1795,1
154,136.348,1
164,182.091,1
179,66.0067,1
182,57.6034,1
231,1.6335,2
232,4.548,1
233,71.6492,1
244,31.4497,1
250,1.8339,1
257,3.4222,1
270,65.7262,1
276,9.2546,1
280,1.9125,1
286,14.4342,1
288,287.961,1
299,10.0762,1
304,60.2113,1
306,10.306,1
329,4.3273,1
336,76.3088,1
340,2342.03,1
344,3.1172,1
348,462.377,2
366,999.77,1
371,1.9447,1
410,15.0332,1
419,48.0387,1
443,6.6054,1
444,16.897,1
457,22.6761,1
470,2.9814,1
488,97.0881,1
498,2.3267,1
533,97.6393,1
541,2.6817,1
549,3.2901,1
556,22.0778,1
557,1.6267,1
561,3.9681,1
566,14.1119,1
593,2.3901,1
598,3.024,1
600,24.6729,1
628,5.0572,1
644,11.293,1
646,291.174,1
647,7.3915,1
661,28.8598,1
702,5.2026,1
728,158.002,1
729,749.683,1
758,3.1817,1
769,3.0808,1
781,28.9142,1
783,2.5417,1
801,1186.61,1
804,34.6532,1
815,112.759,2
839,279.446,1
870,3.5173,1
871,9.439,1
889,1616.56,1
901,70.9162,1
915,2.6083,1
937,1.3885,1
938,28.0891,1
940,152.515,1
951,931.199,1
970,1.609,1
972,1.8985,1
976,3.8169,1
982,18.5515,1
987,4.3625,1
1013,7.1175,1
1017,4.6822,1
1040,7.1844,1
1041,796.509,1
1045,53.1546,1
1049,163.378,1
1050,42.9262,1
1069,1568.84,1
1087,81.5397,1
1102,2.3627,1
1127,66.6408,1
1129,5.8599,1
1137,22.1528,1
1142,35.9808,1
1147,171.434,1
1149,133.161,1
1160,478.3,2
1163,90.7732,1
1164,17.2208,1
1172,12.5655,1
1173,2.2505,1
1192,5.78,1
1195,24.8722,1
1197,3.9654,1
1205,23.7,1
1206,38.5457,1
1214,2.612,1
1230,11.5023,1
1231,8.6442,1
1240,15.149,1
1264,7.3342,1
1283,11.3039,1
1292,38.3411,1
1298,13.3401,1
1301,17.3407,1
1308,100.509,1
1309,2.0274,1
1329,5.1574,1
1330,26.515,1
1331,1.6779,1
1356,51.0079,1
1375,1.8982,1
1396,2.2784,1
1397,20.6243,1
1425,5.4578,1
1436,15.0969,1
1439,1.3663,1
1446,257.515,1
1485,1.681,1
1498,125.357,1
1510,75.8392,1
1573,2.7558,2
1584,98.8512,1
1597,45.9267,1
1646,6.3282,1
1654,4.7545,1
1659,8.9969,2
1667,152.392,1
1668,8.6357,1
1670,1.6915,1
1688,139.75,1
1729,23.2482,1
1731,65.5343,1
1753,1.935,1
1754,46.308,1
1758,2.1656,1
1771,16.569,1
1774,35.5175,1
1776,4.0234,1
1779,100.731,1
1788,44.7159,1
1792,38.6439,1
1805,7.3768,2
1807,30.9709,1
1808,507.69,1
1827,7.3642,1
1831,169.262,1
1842,57.9095,1
1843,108.723,1
1867,138.16,1
1876,21.1679,1
1893,50.5432,1
1921,80.8533,1
1926,24.455,1
1954,35.5199,1
1966,2.8769,1
1971,6.9156,1
1979,41.2284,1
1992,14.6528,1
1993,2.5366,1
1996,182.073,1
2008,9.3155,1
2034,12.8287,1
2045,5.0466,1
2083,10.5799,1
2084,50.9931,1
2091,4.3716,1
2102,16.3444,1
2103,11.6096,1
2110,48.7517,1
2125,11.4848,2
2133,13.3629,1
2156,11.1178,1
2159,21.1247,2
2169,17.6907,1
2174,111.497,1
2191,36.8675,1
2196,138.325,1
2201,19.0804,1
2215,37.2393,1
2220,14.4883,1
2228,31.033,1
2235,23.8436,1
2249,223.582,1
2250,73.4251,1
2260,2.2661,1
2276,20.24,1
2277,26.0072,1
2280,24.5965,1
2285,99.6249,1
2301,841.639,1
2302,57.8225,2
2320,32.2854,1
2329,2.211,1
2348,64.0474,1
2376,93.4249,1
2381,3.1771,1
2382,78.598,1
2399,93.2337,1
2413,13.715,1
2416,128.53,1
2427,73.4157,1
2431,67.1711,1
2455,45.9475,1
2463,44.2499,1
2466,22.9556,1
2476,21.2786,1
2485,413.784,1
2496,196.624,1
2498,36.2895,1
2501,23.3254,1
2547,8.455,1
2557,245.796,1
2573,11.5268,1
2584,116.294,1
2606,55.3501,1
2619,41.1937,1
2656,18.2235,1
2660,147.985,1
2678,64.7066,1
2689,299.541,1
2692,73.0691,1
2703,70.0326,1
2714,61.5094,1
2722,114.031,1
2743,108.498,1
2745,17.9721,1
2750,41.3142,2
2751,17.2351,1
2766,18.2977,1
2772,32.5914,1
2796,34.027,1
2798,20.4763,1
2811,9.9859,1
2814,105.999,1
2827,37.093,1
2838,4.5104,1
2839,18.6483,1
2849,31.9817,1
2853,29.219,1
2880,55.2187,1
2892,17.248,1
2905,32.1423,1
2913,1.6863,1
2938,2.2266,1
2944,1.8237,1
2963,4.6167,1
2987,9.4739,2
2993,194.205,1
3003,20.2242,2
3011,23.4124,1
3022,1.9061,1
3038,15.6916,1
3040,1.8815,1
3041,3.2377,1
3051,20.4803,1
3058,1.774,1
3064,77.4719,1
3073,10.9668,1
3080,195.398,2
3102,1.7234,2
3115,19.7228,1
3125,3.8624,1
3132,5.2778,1
3135,11.8604,1
3137,18.1733,1
3144,2.4699,1
3160,33.5011,1
3163,2.9682,1
3175,16.9612,1
3202,3.5264,1
3210,28.4417,1
3213,15.7224,1
3238,2.092,2
3247,31.0087,1
3252,5.43,1
3254,2.262,1
3257,5.011,1
3258,10.9821,1
3261,6.3205,1
3300,2.3396,1
3308,2.8594,1
3312,2.3264,1
3315,3.3135,1
3323,12.5471,1
3326,39.6706,1
3327,10.6021,1
3337,37.9198,1
3348,1.7659,1
3358,109.087,1
3370,161.54,1
3409,12.5179,1
3416,10.1924,1
3427,149.377,1
3429,253.185,1
3435,4.9659,1
3441,1.7901,1
3446,544.02,1
3447,73.1805,1
3448,1.6456,1
3452,52.2182,1
3453,26.5084,2
3456,22.7493,1
3473,250.563,1
3476,21.2171,2
3480,497.374,1
3481,187.115,1
3483,6.0366,1
