user_id,user_score
1071,24537.0
362,13109.6
27836,4746.36
108623,4370.35
642536,4182.73
479,4009.7
1845,3837.39
2632,3760.87
1244,3630.09
802,3210.71
642490,3197.25
383,2824.74
4718,2816.85
516,2725.67
44005,2721.87
155431,2691.17
21170,2659.58
115240,2635.59
3,2634.84
643719,2624.09
772,2609.06
105477,2532.56
280435,2521.28
1489,2356.72
340,2342.03
687,2317.75
1490,2272.84
2782,2234.19
2538,2198.84
110194,2169.47
21472,2104.56
21137,2004.21
1983,2003.46
196,2001.28
1273,1989.23
3162,1954.93
2316,1948.15
62875,1945.53
93539,1910.02
1368,1904.67
722,1881.31
1182,1866.54
3099,1838.11
2548,1806.43
47763,1802.62
5995,1768.9
20921,1743.5
11879,1702.42
649283,1606.38
94297,1602.72
616,1565.51
27814,1535.21
642539,1523.18
2844,1486.14
268336,1417.77
254926,1397.72
1036,1396.76
104683,1394.53
77838,1385.34
640858,1383.72
665215,1372.53
63055,1371.65
686673,1370.2
966,1364.5
1097739,1343.78
3482,1338.58
2661,1337.39
8000,1334.73
2420,1330.66
18858,1329.73
4935,1318.48
13024,1313.41
23840,1278.11
77,1246.16
642509,1194.1
17342,1144.16
758957,1131.75
661610,1092.3
4735,1087.22
114445,1071.25
684219,1067.23
1185,1055.87
644920,1055.71
4082,1040.59
649853,1021.67
726,1012.53
1012,1010.44
33,1008.77
454,1000.45
694116,995.4
6429,993.326
644577,978.751
636736,974.881
16172,966.328
529,961.122
4889,960.422
2810,957.59
1179,955.402
1181,954.807
1243,933.185
700,931.907
951,931.199
104543,929.446
406,915.997
69931,912.625
106143,904.995
2245,891.643
77338,875.831
661399,869.553
640017,864.492
71,846.613
42412,843.688
3803,842.925
636156,840.249
2134,839.369
2900,838.718
3009,832.299
106990,830.836
5701,829.901
642838,815.095
104196,812.76
874,806.582
527,801.91
697830,800.626
1819,797.266
7784,795.153
645647,791.556
881,787.021
4897,779.37
3973,773.622
21065,768.125
195547,767.866
4303,767.024
27019,763.735
646367,762.424
6331,756.873
91958,750.203
46,749.509
1958,744.566
9027,741.141
3220,740.257
57889,725.8
3802,722.315
2774,720.144
37027,716.084
4443,714.506
4141,709.821
515983,708.955
77295,702.733
847,701.805
60362,696.186
678165,693.138
1999,691.034
25520,686.999
673641,685.924
1112,684.902
1063,684.203
649209,677.972
6269,677.141
642501,669.928
3848,668.978
1232,667.13
184333,662.82
104690,659.132
1018,651.804
4958,645.833
850,643.271
37314,643.128
86340,636.464
131027,626.62
10419,622.842
1007,619.208
643162,618.712
919,615.51
373537,614.285
23631,609.287
21627,607.626
21017,602.542
4963,602.539
2982,602.498
1187,601.682
27976,597.395
20933,596.279
800,595.824
221169,590.489
106347,583.689
1910,579.282
30951,579.229
5800,575.662
13600,571.826
123,570.213
5205,568.895
116,565.043
69856,560.31
1834,560.222
17845,560.056
865,558.691
4293,555.667
3959,553.251
222724,551.807
3511,551.384
186778,550.54
2559,548.23
5203,548.178
153277,547.559
133563,542.941
203,542.303
107600,533.738
32,531.564
1044927,530.998
20817,530.067
6267,525.158
1246,518.443
6381,516.21
117224,512.695
6518,511.551
1032183,510.85
518634,510.244
7708,508.817
122761,508.402
1808,507.69
20720,507.609
665214,507.376
20572,506.311
998605,504.795
37398,504.794
645583,504.7
719,503.775
20799,503.426
926,503.136
311,501.115
5037,500.826
2820,499.786
648375,499.064
79272,497.192
33623,495.899
79927,495.072
38428,482.005
645596,480.797
833,478.139
297710,477.405
21080,477.144
78636,477.085
3168,476.191
20780,475.715
4942,473.395
21100,472.686
650456,472.503
38409,472.415
8705,471.296
822,468.406
4305,466.554
8335,465.746
10598,464.94
105934,463.27
348,462.377
1767,460.384
927,458.604
5860,457.492
802056,456.915
8591,456.443
689971,454.48
3405,454.373
3008,453.774
1088,452.592
18613,451.496
155423,450.063
1267,449.631
355471,448.675
20087,448.418
32877,447.37
607,447.083
803,444.019
