version,simulations,score
1,1,1598
1,2,1601
1,3,1665
1,4,1645.75
1,5,1654
1,6,1661.83
1,7,1660.57
1,8,1655.5
1,9,1656.22
1,10,1652.7
1,11,1652.36
1,12,1650.33
1,13,1648.46
1,14,1667.57
1,15,1663.6
1,16,1655.56
1,17,1650.82
1,18,1665.89
1,19,1663.21
1,20,1664.5
1,21,1665.14
1,22,1666.45
1,23,1659.52
1,24,1655.38
1,25,1655
1,26,1656.62
1,27,1656.81
1,28,1656.04
1,29,1660.21
1,30,1659.7
1,31,1663.03
1,32,1661.97
1,33,1658.82
1,34,1659.26
1,35,1662.54
1,36,1660.56
1,37,1658.41
1,38,1656.45
1,39,1651.72
1,40,1649.6
1,41,1651.54
1,42,1648.79
1,43,1651.77
1,44,1652.23
1,45,1650.89
1,46,1647.93
1,47,1645.09
1,48,1644.19
1,49,1642.08
1,50,1642.8
1,51,1644.86
1,52,1643.71
1,53,1642.96
1,54,1643.04
1,55,1642.16
1,56,1643.09
1,57,1641.74
1,58,1645.21
1,59,1643.32
1,60,1644.3
1,61,1647.49
1,62,1650.34
1,63,1651.27
1,64,1648.8
1,65,1647.05
1,66,1647.14
1,67,1647.64
1,68,1649.01
1,69,1647.49
1,70,1648.77
1,71,1647.99
1,72,1647.04
1,73,1649.47
1,74,1650.7
1,75,1647.51
1,76,1648.13
1,77,1647.99
1,78,1647.73
1,79,1647.27
1,80,1647.67
1,81,1647.28
1,82,1650.57
1,83,1649.67
1,84,1650.06
1,85,1648.07
1,86,1648.85
1,87,1648.22
1,88,1646.62
1,89,1648.38
1,90,1647.32
1,91,1647.36
1,92,1647.83
1,93,1648.85
1,94,1649.18
1,95,1648.79
1,96,1648.89
1,97,1646.73
1,98,1648.26
1,99,1649.09
1,100,1649.32
1,101,1650.17
1,102,1650.99
1,103,1651.05
1,104,1651.72
1,105,1653.1
1,106,1654.37
1,107,1655.94
1,108,1657.06
1,109,1656.98
1,110,1655.26
1,111,1654.77
1,112,1653.5
1,113,1653.75
1,114,1653.31
1,115,1651.98
1,116,1651.45
1,117,1651.18
1,118,1650.86
1,119,1651.02
1,120,1651.25
1,121,1651.53
1,122,1652.63
1,123,1653.03
1,124,1651.85
1,125,1651.41
1,126,1651.43
1,127,1650.54
1,128,1650.47
1,129,1651.52
1,130,1651.39
1,131,1650.34
1,132,1650.75
1,133,1651.83
1,134,1651.74
1,135,1652.48
1,136,1654.4
1,137,1655.5
1,138,1656.94
1,139,1656.79
1,140,1656.1
1,141,1655.68
1,142,1655.25
1,143,1653.66
1,144,1654.78
1,145,1654.8
1,146,1655.13
1,147,1655.41
1,148,1656.71
1,149,1656.49
1,150,1656.01
1,151,1656.39
1,152,1656.91
1,153,1657.23
1,154,1657.25
1,155,1656.86
1,156,1656.66
1,157,1656.75
1,158,1656.84
1,159,1656.63
1,160,1656.17
1,161,1655.74
1,162,1654.94
1,163,1656.05
1,164,1657.2
1,165,1656.48
1,166,1656.55
1,167,1657.75
1,168,1657.46
1,169,1657.12
1,170,1657.24
1,171,1656.84
1,172,1656.38
1,173,1656.73
1,174,1656.3
1,175,1656.95
1,176,1657.57
1,177,1657.41
1,178,1656.67
1,179,1656.49
1,180,1656.16
1,181,1655.71
1,182,1655.76
1,183,1655.54
1,184,1654.97
1,185,1654.65
1,186,1654.48
1,187,1655.05
1,188,1655.27
1,189,1654.33
1,190,1655.02
1,191,1654.62
1,192,1654.45
1,193,1654.55
1,194,1654.36
1,195,1654.53
1,196,1655.47
1,197,1655.79
1,198,1656.39
1,199,1657.68
1,200,1657.12
1,201,1656.67
1,202,1656.05
1,203,1657.32
1,204,1657.78
1,205,1657.15
1,206,1657.17
1,207,1657.02
1,208,1656.49
1,209,1656.27
1,210,1655.9
1,211,1655.66
1,212,1656.16
1,213,1656.46
1,214,1655.5
1,215,1655.69
1,216,1655.6
1,217,1655.71
1,218,1655.86
1,219,1656.33
1,220,1656.99
1,221,1656.28
1,222,1656.81
1,223,1657.16
1,224,1656.89
1,225,1658.36
1,226,1658.32
1,227,1658.52
1,228,1658.01
1,229,1658.28
1,230,1657.67
1,231,1657.19
1,232,1656.84
1,233,1656.53
1,234,1657.01
1,235,1657.23
1,236,1657.49
1,237,1657.67
1,238,1657.57
1,239,1657.77
1,240,1657.85
1,241,1657.68
1,242,1657.99
1,243,1658.28
1,244,1657.09
1,245,1657.67
1,246,1657.46
1,247,1657.22
1,248,1657.12
1,249,1656.65
1,250,1656.49
1,251,1656.08
1,252,1655.93
1,253,1656.25
1,254,1656.53
1,255,1656.29
1,256,1656
1,257,1655.66
1,258,1655.05
1,259,1655.34
1,260,1655.08
1,261,1654.98
1,262,1654.5
1,263,1654.53
1,264,1654.53
1,265,1654.72
1,266,1655.03
1,267,1655.81
1,268,1656.6
1,269,1656.24
1,270,1655.72
1,271,1656.39
1,272,1656.1
1,273,1656.08
1,274,1656.15
1,275,1656.71
1,276,1656.18
1,277,1655.63
1,278,1654.77
1,279,1654.36
1,280,1654.41
1,281,1654.27
1,282,1653.98
1,283,1653.46
1,284,1653.59
1,285,1653.31
1,286,1652.67
1,287,1652.22
1,288,1651.81
1,289,1651.97
1,290,1651.82
1,291,1651.23
1,292,1651.37
1,293,1651.6
1,294,1651.84
1,295,1651.59
1,296,1651.65
1,297,1651.61
1,298,1651.57
1,299,1651.75
1,300,1652.38
1,301,1652.4
1,302,1652.12
1,303,1652.09
1,304,1652.44
1,305,1652.5
1,306,1652.55
1,307,1652.03
1,308,1651.54
1,309,1651.05
1,310,1650.73
1,311,1650.18
