version,simulations,score
1,1,705
1,2,669.5
1,3,651
1,4,674.75
1,5,682.8
1,6,662.167
1,7,672.429
1,8,662.375
1,9,652.222
1,10,658.1
1,11,650.091
1,12,642.25
1,13,644.846
1,14,646.429
1,15,646.333
1,16,641.812
1,17,639.647
1,18,633.722
1,19,630.842
1,20,630.45
1,21,628.619
1,22,627.864
1,23,623.696
1,24,624.333
1,25,623.72
1,26,626
1,27,628
1,28,628.357
1,29,626.276
1,30,624.333
1,31,625.742
1,32,628.469
1,33,628.667
1,34,626.118
1,35,626.971
1,36,626.583
1,37,627.784
1,38,627.579
1,39,628.949
1,40,628.05
1,41,629.098
1,42,628.619
1,43,630.651
1,44,631.091
1,45,631.333
1,46,631.348
1,47,632.319
1,48,634.771
1,49,634.265
1,50,634.32
1,51,633.882
1,52,631.75
1,53,632.453
1,54,633.222
1,55,634.327
1,56,636.357
1,57,635.281
1,58,636.534
1,59,639.034
1,60,638.733
1,61,638.082
1,62,638.694
1,63,638.635
1,64,637.516
1,65,637.446
1,66,636.394
1,67,634.851
1,68,634.559
1,69,635.638
1,70,637.943
1,71,638.465
1,72,639.028
1,73,639.247
1,74,638.149
1,75,637.84
1,76,637.276
1,77,636.117
1,78,636.141
1,79,635.734
1,80,635.225
1,81,635.802
1,82,635.561
1,83,634.506
1,84,635.405
1,85,636.082
1,86,635.802
1,87,639.425
1,88,640.432
1,89,639.494
1,90,640.133
1,91,641.077
1,92,640.88
1,93,641.011
1,94,640.298
1,95,639.663
1,96,640.76
1,97,639.515
1,98,638.612
1,99,637.535
1,100,636.7
1,101,636.485
1,102,637.471
1,103,637.301
1,104,635.692
1,105,635.343
1,106,634.396
1,107,633.065
1,108,633.88
1,109,633.716
1,110,634.127
1,111,633.811
1,112,633.054
1,113,633.212
1,114,633.167
1,115,633.043
1,116,632.603
1,117,632.974
1,118,633.424
1,119,633.227
1,120,632.925
1,121,633.364
1,122,634.041
1,123,634.13
1,124,634.403
1,125,634.336
1,126,634.397
1,127,634.795
1,128,636.391
1,129,636.14
1,130,636.638
1,131,636.237
1,132,636.561
1,133,636.835
1,134,636.896
1,135,636.326
1,136,636.206
1,137,636.226
1,138,636.428
1,139,636.504
1,140,636.071
1,141,635.149
1,142,635.444
1,143,635.07
1,144,635.146
1,145,634.952
1,146,634.466
1,147,634.306
1,148,634.25
1,149,634.208
1,150,634.213
1,151,634.768
1,152,634.816
1,153,634.49
1,154,634.331
1,155,634.916
1,156,635.263
1,157,635.701
1,158,635.557
1,159,635.597
1,160,636.231
1,161,636.509
1,162,637.389
1,163,636.957
1,164,637.189
1,165,637.8
1,166,637.319
1,167,636.976
1,168,637.065
1,169,637.402
1,170,637.394
1,171,637.596
1,172,637.971
1,173,637.312
1,174,636.839
1,175,637.034
1,176,636.898
1,177,637.339
1,178,637.86
1,179,637.754
1,180,637.383
1,181,637.11
1,182,637.352
1,183,637.951
1,184,638.418
1,185,638.016
1,186,638.522
1,187,638.406
1,188,638.612
1,189,638.005
1,190,637.937
1,191,639.089
1,192,638.859
1,193,638.451
1,194,638.691
1,195,638.405
1,196,638.112
1,197,637.914
1,198,638.066
1,199,637.829
1,200,637.5
1,201,637.294
1,202,637.243
1,203,637.335
1,204,637.152
1,205,637.517
1,206,637.422
1,207,636.894
1,208,636.255
1,209,636.397
1,210,636.867
1,211,636.867
1,212,637.156
1,213,637.854
1,214,637.486
1,215,637.814
1,216,637.398
1,217,637.82
1,218,637.257
1,219,636.74
1,220,636.295
1,221,635.846
1,222,635.626
1,223,635.632
1,224,635.67
1,225,636.076
