version,simulations,score
1,1,6836
1,2,6823
1,3,6807.67
1,4,6790.25
1,5,6753.2
1,6,6752.5
1,7,6733
1,8,6753.38
1,9,6743.67
1,10,6744.7
1,11,6749.45
1,12,6751.08
1,13,6747.54
1,14,6750.57
1,15,6752.33
1,16,6756.81
1,17,6753
1,18,6757.72
1,19,6754.47
1,20,6752.05
1,21,6753.57
1,22,6762
1,23,6768.7
1,24,6767.33
1,25,6760.24
1,26,6762.58
1,27,6756.11
1,28,6755.79
1,29,6761.79
1,30,6756.77
1,31,6755.74
1,32,6753.59
1,33,6757.33
1,34,6757.65
1,35,6759.74
1,36,6761.22
1,37,6757.81
1,38,6759.63
1,39,6756.74
1,40,6754.23
1,41,6751.41
1,42,6752.9
1,43,6754.35
1,44,6753.34
1,45,6753.93
1,46,6752.39
1,47,6752.85
1,48,6754.54
1,49,6756.55
1,50,6756.86
1,51,6755.08
1,52,6757.37
1,53,6759.51
1,54,6756.33
1,55,6757.09
1,56,6755.73
1,57,6752.12
1,58,6755.79
1,59,6753.76
1,60,6753.77
1,61,6754.72
1,62,6754.77
1,63,6752.54
1,64,6755.62
1,65,6756.89
1,66,6755.76
1,67,6754.37
1,68,6754
1,69,6754.14
1,70,6755.23
1,71,6756.93
1,72,6757.49
1,73,6756.23
1,74,6754.96
1,75,6754.79
1,76,6757.92
1,77,6757.03
1,78,6757.37
1,79,6759.18
1,80,6759.6
1,81,6759.93
1,82,6759.66
1,83,6758.47
1,84,6758.02
1,85,6757.66
1,86,6758.51
1,87,6757.11
1,88,6757.86
1,89,6757.26
1,90,6758.5
1,91,6758.54
1,92,6759.52
1,93,6757.77
1,94,6758.7
1,95,6758.77
1,96,6759.22
1,97,6757.39
1,98,6757.07
1,99,6756.59
1,100,6757.22
1,101,6756
1,102,6757.56
1,103,6758.23
1,104,6757.87
1,105,6756.9
1,106,6756.48
1,107,6755.52
1,108,6755.4
1,109,6755.29
1,110,6754.65
1,111,6754.1
1,112,6754.9
1,113,6754.2
1,114,6753.5
1,115,6753.59
1,116,6753.47
1,117,6753.76
1,118,6753.72
1,119,6753.18
1,120,6753.97
1,121,6754.49
1,122,6754.35
1,123,6754.63
1,124,6753.81
1,125,6754.28
1,126,6755.13
1,127,6755.92
1,128,6755.59
1,129,6755.99
1,130,6757.03
1,131,6757.43
1,132,6757.91
1,133,6758.19
1,134,6757.9
1,135,6757.9
1,136,6758.23
1,137,6758.44
1,138,6758.2
1,139,6757.91
1,140,6757.6
1,141,6757.9
1,142,6758.34
1,143,6757.92
1,144,6757.99
1,145,6757.52
1,146,6757.76
1,147,6757.15
1,148,6755.73
1,149,6754.7
1,150,6754.51
1,151,6754.63
1,152,6753.47
1,153,6753.97
1,154,6753.51
1,155,6754.05
1,156,6753.9
1,157,6754.2
1,158,6754.7
1,159,6755.08
1,160,6755.59
1,161,6755.7
1,162,6755.92
1,163,6755.55
1,164,6754.94
1,165,6755.88
1,166,6754.55
1,167,6754.99
1,168,6755.61
1,169,6755.56
1,170,6755.18
1,171,6755.37
1,172,6754.62
1,173,6753.45
1,174,6754.61
1,175,6755.19
1,176,6755.4
1,177,6755.24
1,178,6755.28
1,179,6754.67
1,180,6755.04
1,181,6754.96
1,182,6754.53
1,183,6754.56
1,184,6754.36
1,185,6754.39
1,186,6753.99
1,187,6754.37
1,188,6754.04
1,189,6753.77
1,190,6754.39
1,191,6754.41
1,192,6754.47
1,193,6754.8
1,194,6754.69
1,195,6754.84
1,196,6754.87
1,197,6754.22
1,198,6754.02
1,199,6753.64
1,200,6753.81
1,201,6752.92
1,202,6752.66
1,203,6753.13
1,204,6752.64
1,205,6752.22
1,206,6751.72
1,207,6752.1
1,208,6751.96
1,209,6751.98
