version,simulations,score
1,1,13367
1,2,13359.5
1,3,13362.3
1,4,13367.2
1,5,13368.4
1,6,13374.7
1,7,13376.1
1,8,13376
1,9,13373.4
1,10,13368.9
1,11,13375.1
1,12,13367.9
1,13,13369.7
1,14,13372.9
1,15,13369.9
1,16,13374.8
1,17,13377.2
1,18,13373.4
1,19,13370.3
1,20,13370
1,21,13371.9
1,22,13370.8
1,23,13370
1,24,13367.9
1,25,13367.6
1,26,13368.7
1,27,13367
1,28,13367.5
1,29,13367.5
1,30,13369.6
1,31,13367.5
1,32,13365.3
1,33,13365.8
1,34,13366.1
1,35,13366.9
1,36,13367.4
1,37,13367.7
1,38,13368.2
1,39,13369.6
1,40,13369.8
1,41,13369.8
1,42,13369.7
1,43,13371.1
1,44,13369.7
1,45,13370.7
1,46,13368.8
1,47,13367.7
1,48,13367.9
1,49,13367.7
1,50,13368.6
1,51,13367.9
1,52,13367.7
1,53,13366.9
1,54,13365.7
1,55,13366
1,56,13366.3
1,57,13366.5
1,58,13366.3
1,59,13366.7
1,60,13367.1
1,61,13367.2
1,62,13367.1
1,63,13366.7
1,64,13367.1
1,65,13366.2
1,66,13367.2
1,67,13367.8
1,68,13368.5
1,69,13368.8
1,70,13369
1,71,13371
1,72,13371.3
1,73,13371.1
1,74,13372.4
1,75,13373.4
1,76,13373.3
1,77,13373.6
1,78,13372.9
1,79,13373
1,80,13372.4
1,81,13372.7
1,82,13373
1,83,13372.2
1,84,13372.6
1,85,13372.9
1,86,13373.8
1,87,13372.9
1,88,13372.5
1,89,13372.4
1,90,13373.1
1,91,13372.8
1,92,13373
1,93,13373
1,94,13373.2
1,95,13372.7
1,96,13372.5
1,97,13372.5
1,98,13371.9
1,99,13371.9
1,100,13372.1
1,101,13372.1
1,102,13371.7
1,103,13371.9
1,104,13372.1
1,105,13372.5
1,106,13372.2
1,107,13372.4
1,108,13372.7
1,109,13373
1,110,13373.1
1,111,13373.1
1,112,13373.6
1,113,13373.5
1,114,13373.2
1,115,13373
1,116,13373.4
1,117,13373
1,118,13373.3
1,119,13372.8
1,120,13373
1,121,13373.6
1,122,13373.8
1,123,13373.5
1,124,13373.5
1,125,13373.6
1,126,13373.7
1,127,13374
1,128,13374
1,129,13374.1
1,130,13374.2
1,131,13374.3
1,132,13373.9
1,133,13373.9
1,134,13374.1
1,135,13374.2
1,136,13374
1,137,13374.3
1,138,13374.2
1,139,13374.4
1,140,13374.6
1,141,13375.3
1,142,13375.5
1,143,13375.2
1,144,13374.8
1,145,13374.4
1,146,13374.3
1,147,13374.4
1,148,13374.4
1,149,13374.6
1,150,13374.7
1,151,13374.8
1,152,13375.2
1,153,13375.4
1,154,13375.5
1,155,13375.3
1,156,13374.4
1,157,13374.1
1,158,13374
1,159,13374
1,160,13373.8
1,161,13373.9
1,162,13374
1,163,13373.6
1,164,13373.6
1,165,13373.6
1,166,13373.7
1,167,13373.8
1,168,13373.9
1,169,13374.1
1,170,13373.9
1,171,13374
1,172,13373.7
1,173,13373.8
1,174,13373.8
1,175,13373.8
1,176,13374
1,177,13374.3
1,178,13374.2
1,179,13374.1
1,180,13374.5
1,181,13374.2
1,182,13374.2
1,183,13374.6
1,184,13374.4
1,185,13374.2
1,186,13374.3
1,187,13374.5
1,188,13374.7
1,189,13375
1,190,13375.1
1,191,13375.4
1,192,13375.4
1,193,13374.9
1,194,13375.4
1,195,13375.4
1,196,13375.3
1,197,13375.3
1,198,13375.4
1,199,13375.2
1,200,13375.5
1,201,13375.4
1,202,13375.3
1,203,13375.1
1,204,13374.8
1,205,13374.8
1,206,13375.1
1,207,13375.1
1,208,13375
1,209,13375
1,210,13375
1,211,13375.2
1,212,13375
1,213,13375.3
1,214,13375.3
1,215,13375.2
1,216,13375.4
1,217,13375.2
1,218,13375.5
1,219,13375.2
1,220,13375.1
1,221,13375.4
1,222,13375.2
1,223,13375.2
1,224,13375.1
1,225,13375
1,226,13375
1,227,13375.2
1,228,13375.6
1,229,13375.5
1,230,13375.7
1,231,13375.6
1,232,13375.6
1,233,13375.7
1,234,13375.6
1,235,13375.6
1,236,13375.7
1,237,13375.6
1,238,13375.8
1,239,13375.6
1,240,13375.5
1,241,13375.7
1,242,13375.7
1,243,13375.9
1,244,13376
1,245,13376.2
1,246,13376.1
1,247,13376.1
1,248,13376.1
1,249,13376.1
1,250,13376.4
1,251,13376.1
1,252,13376.2
1,253,13376
1,254,13375.9
1,255,13376.1
1,256,13376.1
1,257,13376.2
1,258,13376.2
1,259,13376.3
1,260,13376.5
1,261,13376.5
1,262,13376.5
1,263,13376.8
