version,simulations,score
1,1,9463
1,2,9436
1,3,9429.67
1,4,9433.25
1,5,9421.4
1,6,9399.33
1,7,9394.14
1,8,9389.12
1,9,9388.56
1,10,9387.5
1,11,9395.45
1,12,9399.83
1,13,9399.23
1,14,9399.36
1,15,9409.33
1,16,9417
1,17,9420.76
1,18,9412.17
1,19,9412.79
1,20,9410.05
1,21,9407
1,22,9403.45
1,23,9401.13
1,24,9401
1,25,9397.08
1,26,9396.23
1,27,9398.52
1,28,9399.39
1,29,9399.9
1,30,9401.93
1,31,9400.32
1,32,9399.22
1,33,9402.42
1,34,9400.35
1,35,9398.6
1,36,9399.81
1,37,9399.89
1,38,9399.37
1,39,9398.08
1,40,9401.1
1,41,9402.78
1,42,9400.86
1,43,9400.63
1,44,9399.14
1,45,9400.51
1,46,9399.48
1,47,9400.06
1,48,9401.96
1,49,9400.57
1,50,9399.36
1,51,9400.59
1,52,9403.31
1,53,9403.26
1,54,9404.89
1,55,9404.18
1,56,9404.38
1,57,9403.98
1,58,9403.26
1,59,9404.17
1,60,9403.7
1,61,9404.08
1,62,9403.24
1,63,9402.08
1,64,9400.81
1,65,9403.34
1,66,9403.36
1,67,9404.3
1,68,9405
1,69,9405.09
1,70,9403.3
1,71,9404.04
1,72,9403.54
1,73,9404.82
1,74,9405.24
1,75,9404.11
1,76,9403.45
1,77,9403.03
1,78,9403.33
1,79,9404.28
1,80,9404.71
1,81,9403.68
1,82,9404.72
1,83,9405.29
1,84,9404.62
1,85,9404.54
1,86,9402.28
1,87,9401.8
1,88,9402.93
1,89,9404
1,90,9402.52
1,91,9402.23
1,92,9402.59
1,93,9402.4
1,94,9402.22
1,95,9402.46
1,96,9402.2
1,97,9402.23
1,98,9403.33
1,99,9403.27
1,100,9401.89
1,101,9402.55
1,102,9401.51
1,103,9400.35
1,104,9400.46
1,105,9402.37
1,106,9401.98
1,107,9402.6
1,108,9402.43
1,109,9403.42
1,110,9402.69
1,111,9402.12
1,112,9400.86
1,113,9400.64
1,114,9401.59
1,115,9401.68
1,116,9401.6
1,117,9402.48
1,118,9402.3
1,119,9402.34
1,120,9401.78
1,121,9402.53
1,122,9403.5
1,123,9403.57
1,124,9402.93
1,125,9402.82
1,126,9403.18
1,127,9403.42
1,128,9403.18
1,129,9403.44
1,130,9405.03
1,131,9404.69
1,132,9405.55
1,133,9406.65
1,134,9406.81
1,135,9407.24
1,136,9407.13
1,137,9406.73
1,138,9406.67
1,139,9407.22
1,140,9407.73
1,141,9406.94
1,142,9406.94
1,143,9407.49
1,144,9406.3
1,145,9406.52
1,146,9406.31
1,147,9406.52
1,148,9407.21
1,149,9406.15
1,150,9405.8
1,151,9406.36
1,152,9406.2
1,153,9406.62
1,154,9407.38
1,155,9407.68
1,156,9407.59
1,157,9407.58
1,158,9407.91
1,159,9407.81
1,160,9407.39
1,161,9407.73
1,162,9407.62
1,163,9408.34
1,164,9408.54
1,165,9409.15
1,166,9409.37
1,167,9409.8
1,168,9410.49
1,169,9410.59
1,170,9409.53
1,171,9409.37
1,172,9409.33
1,173,9408.65
1,174,9408.17
1,175,9407.51
1,176,9407.86
1,177,9408.02
1,178,9407.79
1,179,9407.46
1,180,9407.1
1,181,9406.57
1,182,9406.22
1,183,9405.99
1,184,9406.3
1,185,9405.89
1,186,9404.99
1,187,9404.83
1,188,9405.05
1,189,9405.12
1,190,9404.91
1,191,9404.9
1,192,9404.76
1,193,9404.91
1,194,9404.54
1,195,9404.32
1,196,9404.03
1,197,9404.13
1,198,9404.11
1,199,9404.74
1,200,9404.58
1,201,9404.71
1,202,9405.12
1,203,9405.13
1,204,9405.25
1,205,9405.21
1,206,9405.9
1,207,9405.68
1,208,9405
1,209,9404.61
1,210,9404.83
1,211,9404.92
1,212,9404.49
1,213,9404.68
1,214,9404.85
1,215,9405.43
1,216,9405.91
1,217,9406.05
1,218,9406.21
1,219,9406.61
1,220,9406.63
1,221,9406.5
1,222,9406
1,223,9406.29
1,224,9405.57
1,225,9406.16
1,226,9405.59
1,227,9404.98
1,228,9404.64
1,229,9404.84
1,230,9404.86
1,231,9404.42
1,232,9404.47
1,233,9404.59
1,234,9404.57
1,235,9404.1
1,236,9404.3
1,237,9403.88
1,238,9404.22
1,239,9404.54
1,240,9404.6
1,241,9404.09
1,242,9404.15
1,243,9404.14
1,244,9403.71
1,245,9403.7
1,246,9403.9
1,247,9404.13
1,248,9403.93
1,249,9404.08
1,250,9403.68
1,251,9403.6
1,252,9404.15
1,253,9403.85
1,254,9403.26
1,255,9403.04
1,256,9402.58
1,257,9402.23
1,258,9402.38
1,259,9402.63
1,260,9402.72
1,261,9402.47
1,262,9402.53
1,263,9402.7
1,264,9402.91
1,265,9402.84
1,266,9403.23
1,267,9403.39
1,268,9403.07
1,269,9402.96
1,270,9403.03
1,271,9403.26
1,272,9403.15
1,273,9403.21
1,274,9403.2
1,275,9402.96
1,276,9402.81
1,277,9402.93
1,278,9402.91
1,279,9402.71
1,280,9403.05
1,281,9403.02
1,282,9403.34
1,283,9403.51
1,284,9404
1,285,9404.26
1,286,9404.54
1,287,9404.62
1,288,9404.4
1,289,9404.65
1,290,9404.93
1,291,9405.32
1,292,9405.46
1,293,9404.9
1,294,9404.8
1,295,9404.72
1,296,9404.68
1,297,9404.49
1,298,9404.77
1,299,9404.68
1,300,9404.32
1,301,9404.37
1,302,9404.52
1,303,9404.63
1,304,9404.45
1,305,9404.55
1,306,9404.43
1,307,9404.55
1,308,9404.51
1,309,9404.57
1,310,9404.34
1,311,9404.3
1,312,9404.08
1,313,9404.29
1,314,9404.27
1,315,9404.23
1,316,9404.15
1,317,9404.01
1,318,9404.17
1,319,9404.02
1,320,9403.98
1,321,9404.07
1,322,9404.25
1,323,9403.83
1,324,9403.64
1,325,9403.49
1,326,9403.79
1,327,9403.94
1,328,9403.92
1,329,9404.34
1,330,9404.53
1,331,9404.84
1,332,9404.96
1,333,9405.04
1,334,9405.18
1,335,9404.95
1,336,9405.11
1,337,9404.9
1,338,9404.78
1,339,9404.9
1,340,9404.86
1,341,9405.13
1,342,9404.84
1,343,9404.78
1,344,9404.95
1,345,9405.02
1,346,9405.24
1,347,9405.14
1,348,9404.85
1,349,9404.67
1,350,9404.71
1,351,9404.68
1,352,9404.71
1,353,9404.97
1,354,9404.49
1,355,9404.3
1,356,9404.67
1,357,9404.74
1,358,9404.9
1,359,9404.77
1,360,9404.78
1,361,9404.8
1,362,9404.38
1,363,9404.26
1,364,9404.06
1,365,9404.16
1,366,9404.31
1,367,9404.47
1,368,9404.71
1,369,9404.61
1,370,9404.73
1,371,9404.71
1,372,9404.89
1,373,9404.95
1,374,9405.32
1,375,9405.16
1,376,9405.14
1,377,9405.22
1,378,9405.33
1,379,9405.4
1,380,9405.05
1,381,9405.12
1,382,9405.15
1,383,9405.34
1,384,9405.52
1,385,9405.85
1,386,9406.1
1,387,9406.3
1,388,9406.49
1,389,9406.65
1,390,9406.51
1,391,9406.63
1,392,9406.76
1,393,9406.77
1,394,9406.68
1,395,9406.69
1,396,9406.81
1,397,9406.95
1,398,9407.1
1,399,9407.26
1,400,9407.45
1,401,9407.86
1,402,9407.7
1,403,9407.54
1,404,9407.55
1,405,9407.31
1,406,9407.22
1,407,9407.16
1,408,9407.44
1,409,9407.05
1,410,9406.97
1,411,9406.47
1,412,9406.79
1,413,9406.8
1,414,9406.86
1,415,9407.02
1,416,9407.14
1,417,9407.06
1,418,9407.12
1,419,9407.07
1,420,9407.19
1,421,9407.15
1,422,9407.17
1,423,9407.1
1,424,9406.91
1,425,9406.89
1,426,9406.79
1,427,9406.49
1,428,9406.87
1,429,9406.8
1,430,9406.62
1,431,9406.59
1,432,9406.62
1,433,9406.65
1,434,9406.51
1,435,9406.38
1,436,9406.54
1,437,9406.62
1,438,9406.46
1,439,9406.36
1,440,9406.45
1,441,9406.91
1,442,9407.01
1,443,9407.2
1,444,9407.25
1,445,9407.3
1,446,9407.59
1,447,9407.52
1,448,9407.67
1,449,9407.49
1,450,9407.52
1,451,9407.48
1,452,9407.5
1,453,9407.42
1,454,9407.41
1,455,9407.36
1,456,9407.63
1,457,9407.73
1,458,9407.69
1,459,9407.57
1,460,9407.44
1,461,9407.43
1,462,9407.31
1,463,9407.33
1,464,9407.13
1,465,9407.34
1,466,9407.38
1,467,9407.43
1,468,9407.29
1,469,9407.23
1,470,9407.3
1,471,9407.25
1,472,9407.43
1,473,9407.39
1,474,9407.68
1,475,9407.72
1,476,9407.87
1,477,9407.64
1,478,9407.54
1,479,9407.62
1,480,9407.59
1,481,9407.55
1,482,9407.55
1,483,9407.58
1,484,9407.51
1,485,9407.41
1,486,9407.61
1,487,9407.69
1,488,9407.83
1,489,9408.16
1,490,9408.2
1,491,9408.35
1,492,9408.19
1,493,9408.23
1,494,9408.21
1,495,9408.08
1,496,9407.94
1,497,9407.86
1,498,9407.83
1,499,9407.84
1,500,9407.68
1,501,9407.64
1,502,9407.89
1,503,9407.98
1,504,9408.04
1,505,9408.14
1,506,9408.14
1,507,9408.4
1,508,9408.59
1,509,9408.44
1,510,9408.46
1,511,9408.31
1,512,9408.56
1,513,9408.51
1,514,9408.26
1,515,9408.08
1,516,9407.74
1,517,9407.82
1,518,9407.71
1,519,9407.74
1,520,9407.69
1,521,9407.69
1,522,9407.66
1,523,9407.76
1,524,9407.87
1,525,9407.99
1,526,9407.8
1,527,9407.75
1,528,9407.8
1,529,9407.54
1,530,9407.54
1,531,9407.63
1,532,9407.52
1,533,9407.5
1,534,9407.48
1,535,9407.63
1,536,9407.63
1,537,9407.42
1,538,9407.63
1,539,9407.66
1,540,9407.48
1,541,9407.36
1,542,9407.52
1,543,9407.48
1,544,9407.58
1,545,9407.54
1,546,9407.53
1,547,9407.49
1,548,9407.72
1,549,9407.88
1,550,9407.94
1,551,9408.05
1,552,9407.93
1,553,9407.91
1,554,9407.74
1,555,9407.94
1,556,9408.21
1,557,9408.29
1,558,9408.4
1,559,9408.36
1,560,9408.6
1,561,9408.56
1,562,9408.35
1,563,9408.41
1,564,9408.43
1,565,9408.38
1,566,9408.35
1,567,9408.34
1,568,9408.31
1,569,9408.01
1,570,9407.82
1,571,9407.91
1,572,9408.02
1,573,9407.98
1,574,9407.76
1,575,9407.98
1,576,9407.85
1,577,9407.63
1,578,9407.49
1,579,9407.3
1,580,9407.31
1,581,9407.37
1,582,9407.29
1,583,9407.48
1,584,9407.65
1,585,9407.41
1,586,9407.44
1,587,9407.52
1,588,9407.41
1,589,9407.43
1,590,9407.45
1,591,9407.41
1,592,9407.43
1,593,9407.35
1,594,9407.21
1,595,9407.39
1,596,9407.51
1,597,9407.53
1,598,9407.35
1,599,9407.43
1,600,9407.37
1,601,9407.29
1,602,9407.1
1,603,9407.07
1,604,9406.92
1,605,9407.25
1,606,9407.34
1,607,9407.17
1,608,9407.17
1,609,9407.17
1,610,9407.17
1,611,9407.17
1,612,9407.37
1,613,9407.18
1,614,9407.27
1,615,9407.44
1,616,9407.5
1,617,9407.55
1,618,9407.57
1,619,9407.58
1,620,9407.6
1,621,9407.51
1,622,9407.48
1,623,9407.47
1,624,9407.48
1,625,9407.52
1,626,9407.45
1,627,9407.42
1,628,9407.26
1,629,9407.48
1,630,9407.68
1,631,9407.74
1,632,9407.74
1,633,9407.77
1,634,9407.77
1,635,9407.95
1,636,9407.83
1,637,9407.65
1,638,9407.82
1,639,9407.72
1,640,9407.73
1,641,9407.67
1,642,9407.7
1,643,9407.61
1,644,9407.61
1,645,9407.61
1,646,9407.66
1,647,9407.62
1,648,9407.73
1,649,9407.88
1,650,9407.86
1,651,9407.92
1,652,9407.83
1,653,9407.76
1,654,9407.58
1,655,9407.55
1,656,9407.6
1,657,9407.48
1,658,9407.7
1,659,9407.63
1,660,9407.47
1,661,9407.54
1,662,9407.43
1,663,9407.41
1,664,9407.15
1,665,9407.22
1,666,9407.41
1,667,9407.57
1,668,9407.4
1,669,9407.56
1,670,9407.59
1,671,9407.5
1,672,9407.53
1,673,9407.76
1,674,9407.66
1,675,9407.68
1,676,9407.61
1,677,9407.42
1,678,9407.34
1,679,9407.35
1,680,9407.38
1,681,9407.29
1,682,9407.21
1,683,9407.37
1,684,9407.34
1,685,9407.36
1,686,9407.38
1,687,9407.29
1,688,9407.3
1,689,9407.23
1,690,9407.26
1,691,9407.37
1,692,9407.31
1,693,9407.05
1,694,9407.12
1,695,9406.98
1,696,9407.15
1,697,9407.19
1,698,9407.14
1,699,9407.11
1,700,9406.95
1,701,9407.07
1,702,9407.1
1,703,9407.01
1,704,9407.08
1,705,9407.09
1,706,9406.78
1,707,9406.72
1,708,9406.51
1,709,9406.55
1,710,9406.55
1,711,9406.5
1,712,9406.56
1,713,9406.58
1,714,9406.6
1,715,9406.58
1,716,9406.7
1,717,9406.69
1,718,9406.74
1,719,9406.65
1,720,9406.77
1,721,9406.68
1,722,9406.71
1,723,9406.87
1,724,9406.88
1,725,9406.87
1,726,9407.02
1,727,9407.2
1,728,9407.33
1,729,9407.15
1,730,9407.17
1,731,9407.25
1,732,9407.36
1,733,9407.53
1,734,9407.38
1,735,9407.46
1,736,9407.43
1,737,9407.46
1,738,9407.53
1,739,9407.55
1,740,9407.51
1,741,9407.48
1,742,9407.48
1,743,9407.56
1,744,9407.78
1,745,9407.65
1,746,9407.61
1,747,9407.56
1,748,9407.6
1,749,9407.57
1,750,9407.52
1,751,9407.43
1,752,9407.47
1,753,9407.46
1,754,9407.37
1,755,9407.25
1,756,9407.32
1,757,9407.36
1,758,9407.41
1,759,9407.5
1,760,9407.58
1,761,9407.48
1,762,9407.58
1,763,9407.65
1,764,9407.66
1,765,9407.58
1,766,9407.43
1,767,9407.46
1,768,9407.59
1,769,9407.63
1,770,9407.76
1,771,9407.93
1,772,9408.07
1,773,9407.99
1,774,9407.88
1,775,9407.67
1,776,9407.69
1,777,9407.66
1,778,9407.63
1,779,9407.57
1,780,9407.5
1,781,9407.49
1,782,9407.52
1,783,9407.54
1,784,9407.47
1,785,9407.35
1,786,9407.38
1,787,9407.39
1,788,9407.21
1,789,9407.31
1,790,9407.32
1,791,9407.19
1,792,9406.99
1,793,9407.15
1,794,9407.15
1,795,9407.12
1,796,9407.13
1,797,9407.21
1,798,9407.17
1,799,9407.17
1,800,9407.14
1,801,9407.07
1,802,9407.02
1,803,9406.99
1,804,9406.97
1,805,9406.86
1,806,9406.89
1,807,9406.82
1,808,9406.64
1,809,9406.54
1,810,9406.31
1,811,9406.3
1,812,9406.14
1,813,9406.07
1,814,9406.19
1,815,9406.29
1,816,9406.15
1,817,9406.18
1,818,9406.29
1,819,9406.36
1,820,9406.16
1,821,9406.12
1,822,9406.07
1,823,9406.15
1,824,9406.22
1,825,9406.28
1,826,9406.27
1,827,9406.21
1,828,9406.18
1,829,9406.18
1,830,9406.18
1,831,9406.2
1,832,9406.23
1,833,9406.25
1,834,9406.33
1,835,9406.23
1,836,9406.3
1,837,9406.24
1,838,9406.34
1,839,9406.25
1,840,9406.1
1,841,9405.97
1,842,9405.97
1,843,9405.92
1,844,9405.98
1,845,9405.96
1,846,9406.09
1,847,9406.08
1,848,9406.15
1,849,9406.23
1,850,9406.26
1,851,9406.39
1,852,9406.28
1,853,9406.24
1,854,9406.23
1,855,9406.28
1,856,9406.34
1,857,9406.28
1,858,9406.28
1,859,9406.25
1,860,9406.26
1,861,9406.16
1,862,9406.3
1,863,9406.25
1,864,9406.22
1,865,9406.06
1,866,9406.13
1,867,9406.2
