seen,influence_threshold,user_index,ap, infScore, seed_size
46,6.42778,12,0,8.04646,1
55,6.41561,634,0,9.05526,2
61,6.41419,1658,0,7.01478,3
67,6.40138,954,0,6.43191,4
71,6.40124,2061,0,7.57332,5
77,6.39863,3344,0,6.84603,6
86,6.38898,100,0,12.1389,7
89,6.38158,512,0,8.22706,8
106,6.36394,131,0,9.75885,9
108,6.35326,246,0,7.55358,10
119,6.34761,690,0,6.81843,11
122,6.34519,26,0,7.61166,12
123,6.34397,140,0,8.80288,13
161,6.34031,562,0,10.1005,14
171,6.33957,3684,0,7.41542,15
174,6.33735,695,0,9.18112,16
177,6.32376,624,0,7.25681,17
183,6.32355,1159,0,8.78167,18
196,6.30952,5176,0,7.46317,19
209,6.305,157,0,6.67071,20
212,6.30486,41,0,8.68972,21
217,6.29243,1570,0,6.59138,22
226,6.28815,19,0,7.26216,23
237,6.28146,1171,0,7.29606,24
239,6.27356,3211,0,6.68295,25
250,6.26202,2247,0,7.29534,26
257,6.25781,765,0,6.4568,27
263,6.25775,265,0,6.75558,28
285,6.25162,396,0,7.06518,29
296,6.23909,240,0,7.63438,30
299,6.23252,66,0,11.1753,31
300,6.22283,105,0,10.0268,32
324,6.2123,8,0,6.55948,33
325,6.20982,613,0,7.9397,34
340,6.2077,1515,0,7.06719,35
342,6.20703,200,0,8.47871,36
343,6.20329,3791,0,6.44518,37
349,6.2,2840,0,7.23142,38
356,6.19013,3770,0,7.96871,39
360,6.18481,145,0,7.94235,40
363,6.18471,4432,0,6.62036,41
370,6.18249,4266,0,9.67487,42
389,6.17462,858,0,6.2077,43
393,6.1672,744,0,6.40138,44
403,6.16667,196,0,10.1112,45
411,6.16667,1690,0,7.94231,46
413,6.16113,688,0,7.01022,47
429,6.15915,56,0,6.69107,48
460,6.15894,646,0,9.3335,49
472,6.15265,885,0,8.94407,50
479,6.15074,535,0,9.97398,51
482,6.1499,2119,0,6.87373,52
485,6.14669,2747,0,9.77179,53
491,6.14424,2625,0,7.55905,54
496,6.13471,629,0,6.18481,55
498,6.13225,7299,0,6.35326,56
502,6.12744,151,0,7.36523,57
503,6.12598,417,0,9.29606,58
511,6.12555,2518,0,6.32376,59
514,6.11111,238,0,6.14424,60
516,6.10257,23,0,8.13032,61
518,6.09948,750,0,6.16113,62
530,6.08912,1405,0,7.30037,63
534,6.07318,2602,0,7.2722,64
543,6.07226,606,0,13.1396,65
547,6.07162,1755,0,6.51027,66
554,6.06977,3094,0,6.58899,67
562,6.06705,1645,0,6.1672,68
583,6.06511,6573,0,9.07313,69
594,6.05556,307,0,11.4342,70
595,6.0515,7397,0,7.1632,71
598,6.04679,724,0,7.50787,72
609,6.04238,4919,0,6.85317,73
611,6.03311,359,0,7.46859,74
614,6.03095,156,0,9.79655,75
619,6.01838,3028,0,6.48946,76
626,6.01744,2123,0,6.34397,77
639,6.00252,210,0,10.9941,78
644,5.99903,231,0,6.69068,79
648,5.99766,1520,0,8.16807,80
661,5.99084,2314,0,8.79557,81
665,5.98286,515,0,8.29272,82
669,5.9635,239,0,12.2331,83
674,5.96136,545,0,8.31238,84
676,5.95369,267,0,7.74762,85
679,5.94552,705,0,9.68416,86
681,5.93908,1784,0,7.90545,87
701,5.93706,1312,0,7.90075,88
723,5.93492,6561,0,6.15894,89
728,5.91273,2703,0,7.67994,90
733,5.90522,328,0,7.66294,91
754,5.89608,4579,0,7.32421,92
757,5.86997,599,0,9.99503,93
785,5.86498,316,0,6.40124,94
791,5.86444,1514,0,7.75383,95
823,5.86188,1775,0,7.42793,96
827,5.85833,511,0,6.95171,97
833,5.85251,442,0,7.63613,98
845,5.8499,74,0,6.20703,99
855,5.84882,6122,0,6.68975,100
858,5.84701,288,0,5.84882,101
863,5.84671,2141,0,6.54442,102
866,5.84521,482,0,8.34599,103
868,5.84444,608,0,7.74321,104
869,5.83379,1361,0,7.64232,105
871,5.83275,412,0,9.37237,106
882,5.83051,3779,0,6.4718,107
890,5.83035,474,0,14.4821,108
895,5.82967,1724,0,5.83379,109
907,5.82884,1587,0,6.57122,110
908,5.82817,68,0,7.1091,111
909,5.82759,563,0,12.3986,112
926,5.81124,553,0,7.17657,113
929,5.80489,150,0,7.95801,114
941,5.8,192,0,9.12082,115
947,5.77994,266,0,8.72514,116
953,5.77956,48,0,6.45774,117
969,5.77904,11078,0,6.67179,118
970,5.77536,72,0,8.05152,119
984,5.77493,2800,0,5.94552,120
990,5.77005,2017,0,7.54386,121
991,5.76682,268,0,6.04679,122
992,5.76615,363,0,10.259,123
1001,5.76443,639,0,14.7735,124
1005,5.76118,1528,0,6.13225,125
1037,5.7578,4,0,6.28815,126
1051,5.75007,990,0,5.81124,127
1053,5.74035,436,0,6.70882,128
1067,5.74004,741,0,6.18249,129
1076,5.73942,3163,0,6.26202,130
