seen,influence_threshold,user_index,ap, infScore, seed_size
46,6.42778,12,0,8.04646,1
55,6.41561,634,0.00376411,8.79378,2
61,6.41419,1658,0,7.01478,3
71,6.40124,2061,0,7.57332,4
77,6.39863,3344,0,6.84603,5
86,6.38898,100,0.0333206,9.67648,6
89,6.38158,512,0.0113497,7.68113,7
106,6.36394,131,0.00142433,9.60364,8
119,6.34761,690,0,6.81476,9
123,6.34397,140,0.00652351,8.40324,10
161,6.34031,562,0,9.945,11
171,6.33957,3684,0,7.41542,12
174,6.33735,695,0.0178772,8.85085,13
177,6.32376,624,0.012341,6.37183,14
183,6.32355,1159,0.0023552,8.65775,15
196,6.30952,5176,0,7.46317,16
212,6.30486,41,0,8.59446,17
217,6.29243,1570,0,6.58559,18
226,6.28815,19,0.014335,6.6059,19
237,6.28146,1171,0,7.24528,20
239,6.27356,3211,0,6.54964,21
250,6.26202,2247,0.0157952,6.69392,22
285,6.25162,396,0.00944334,6.92978,23
296,6.23909,240,0.0047389,7.37765,24
299,6.23252,66,0.0595115,7.79546,25
300,6.22283,105,0.0226279,9.03144,26
325,6.20982,613,0.0456945,6.39622,27
340,6.2077,1515,0.0221127,6.45296,28
356,6.19013,3770,0,7.96871,29
363,6.18471,4432,0.00454191,6.50608,30
370,6.18249,4266,0.0145608,9.04987,31
389,6.17462,858,0,6.2077,32
403,6.16667,196,0.0181115,8.27121,33
411,6.16667,1690,0.00250338,7.71685,34
413,6.16113,688,0,7.01022,35
460,6.15894,646,0.0483147,7.21165,36
472,6.15265,885,0.0229145,8.10545,37
479,6.15074,535,0.0155989,9.03533,38
485,6.14669,2747,0.0233351,8.82395,39
491,6.14424,2625,0,7.55905,40
498,6.13225,7299,0.00534759,6.2356,41
502,6.12744,151,0.0237954,6.71793,42
503,6.12598,417,0.0277546,7.99445,43
511,6.12555,2518,0,6.29307,44
516,6.10257,23,0.0583759,6.32714,45
534,6.07318,2602,0,7.2722,46
543,6.07226,606,0.0343589,10.7341,47
554,6.06977,3094,0,6.53899,48
594,6.06511,307,0.0177246,10.5972,49
595,6.05556,7397,0,7.1632,50
609,6.04679,4919,0,6.77928,51
614,6.03311,156,0.0644577,6.83295,52
619,6.03095,3028,0.0110749,6.06237,53
626,6.01838,2123,0,6.20283,54
639,6.01744,210,0.0161442,9.72652,55
648,5.99903,1520,0,8.11706,56
669,5.98286,239,0.0377577,9.04195,57
681,5.94552,1784,0.0427707,6.9875,58
701,5.93908,1312,0.00973641,7.39315,59
863,5.84882,2141,0,6.54442,60
869,5.84521,1361,0.00383192,7.47712,61
909,5.82884,563,0.0287193,10.5865,62
929,5.82759,150,0.0157999,7.23707,63
941,5.81124,192,0.010331,8.07928,64
969,5.77994,11078,0,6.67179,65
984,5.77536,2800,0,5.8007,66
990,5.77493,2017,0.0167049,6.53034,67
1001,5.76615,639,0.111691,6.04254,68
1053,5.75007,436,0.0135225,6.49005,69
1091,5.73578,124,0.0984607,5.97576,70
1123,5.71041,2696,0,6.62138,71
1216,5.68899,60,0.0217648,7.04237,72
1217,5.68645,3707,0,5.68899,73
1231,5.68479,1987,0.00792176,9.05337,74
1241,5.67938,3978,0.0213883,7.06176,75
1254,5.66661,1370,0.03961,7.02778,76
1257,5.66092,6252,0,5.98286,77
1272,5.65573,6512,0,5.72889,78
1285,5.6479,3266,0,6.29511,79
1316,5.63385,4824,0.0491792,8.03008,80
1348,5.63037,128,0.110679,5.72676,81
1365,5.61252,8450,0,5.80726,82
1412,5.57083,1810,0.0833333,5.62091,83
1434,5.56784,2067,0.0985449,6.00116,84
1453,5.56656,6638,0,10.63,85
