seen,influence_threshold,user_index,ap, infScore, seed_size
16,3.74203,2505,0,6.34761,1
19,3.74152,4444,0,4.58701,2
28,3.74036,5022,0,5.11667,3
29,3.7381,911,0,5.09722,4
32,3.73801,1286,0,5.60065,5
41,3.73704,4578,0,5.83275,6
43,3.73653,1153,0,5.56656,7
45,3.73611,2540,0,5.76118,8
46,3.73611,12,0,8.04646,9
47,3.73535,168,0,4.56738,10
49,3.73505,278,0,4.28833,11
50,3.73454,6583,0,6.27356,12
52,3.73419,487,0,5.77994,13
55,3.73333,634,0,9.05526,14
58,3.73333,78,0.0666667,4.47274,15
60,3.73333,4488,0,4.5,16
61,3.73285,1658,0,7.01478,17
65,3.73165,2832,0,6.12744,18
67,3.73136,954,0,6.43191,19
71,3.72988,2061,0,7.57332,20
74,3.72975,112,0,4.50134,21
75,3.7297,4586,0,4.00415,22
77,3.72917,3344,0,6.84603,23
78,3.72836,5136,0,3.89574,24
86,3.72803,100,0.0310059,12.1389,25
89,3.72719,512,0,8.22706,26
104,3.72653,283,0.0833333,4.86619,27
106,3.72545,131,0,9.75885,28
108,3.725,246,0.027027,7.55358,29
109,3.725,87,0,4.76344,30
110,3.72439,329,0.04,4.87991,31
119,3.72306,690,0,6.81843,32
120,3.72305,1960,0,4.54514,33
122,3.72242,26,0.027027,7.61166,34
123,3.72222,140,0,8.80288,35
134,3.72203,3673,0,5.08615,36
152,3.72082,2970,0,4.19987,37
153,3.72037,687,0,4.73253,38
157,3.72022,901,0,4.36667,39
161,3.72012,562,0,10.1005,40
164,3.72007,1645,0.0856657,6.1672,41
171,3.71791,3684,0,7.41542,42
172,3.71791,77,0.0588235,6.01744,43
174,3.71664,695,0,9.18112,44
176,3.7155,647,0,3.96345,45
177,3.71523,624,0,7.25681,46
183,3.71419,1159,0,8.78167,47
191,3.71219,1888,0,5.93908,48
196,3.71216,5176,0,7.46317,49
201,3.71143,3429,0,4.1215,50
205,3.7088,1466,0.108025,4.12363,51
