seen, seed_size, seed_score
349, 100, 78303.3
746, 200, 133187
1165, 300, 169388
1617, 400, 204837
2038, 500, 229365
2455, 600, 249619
2887, 700, 260518
3303, 800, 272282
3754, 900, 287518
4279, 1000, 299378
4849, 1100, 309751
5374, 1200, 320013
6018, 1300, 329067
6682, 1400, 338606
7387, 1500, 346192
7925, 1600, 354882
8629, 1700, 361331
9342, 1800, 369522
10067, 1900, 376586
10772, 2000, 382583
11393, 2100, 389559
12173, 2200, 397402
13087, 2300, 402379
13881, 2400, 407683
14741, 2500, 412856
15615, 2600, 419131
16616, 2700, 424845
17584, 2800, 430190
18656, 2900, 434414
19690, 3000, 438320
20810, 3100, 441718
21899, 3200, 445608
23104, 3300, 450050
24139, 3400, 453232
25365, 3500, 456905
26542, 3600, 461248
27833, 3700, 466192
29227, 3800, 469695
30615, 3900, 472720
32005, 4000, 475875
33418, 4100, 479114
35206, 4200, 482031
36769, 4300, 485137
38402, 4400, 488324
40379, 4500, 491690
42314, 4600, 494666
44099, 4700, 497263
46056, 4800, 500070
47990, 4900, 502706
49922, 5000, 505590
51880, 5100, 507900
54128, 5200, 510120
56029, 5300, 512844
58789, 5400, 515686
61149, 5500, 518492
63710, 5600, 520345
66423, 5700, 522546
69201, 5800, 524580
71588, 5900, 526754
74824, 6000, 528835
77682, 6100, 531097
80833, 6200, 533322
83967, 6300, 535513
87136, 6400, 537649
91071, 6500, 539787
94834, 6600, 541808
99571, 6700, 543770
104054, 6800, 545936
108220, 6900, 548037
113348, 7000, 550185
113489, 7003, 550247
