seen, seed_size, seed_score
123, 100, 45080.8
245, 200, 76571.7
376, 300, 84444.3
505, 400, 108704
632, 500, 130977
756, 600, 147301
887, 700, 158931
1015, 800, 171990
1157, 900, 183231
1285, 1000, 190630
1432, 1100, 203400
1569, 1200, 211530
1714, 1300, 219270
1862, 1400, 223036
1998, 1500, 230319
2143, 1600, 237479
2289, 1700, 242738
2426, 1800, 251149
2566, 1900, 256795
2705, 2000, 262025
2851, 2100, 267794
3009, 2200, 273642
3171, 2300, 281034
3319, 2400, 287500
3481, 2500, 293261
3639, 2600, 298802
3789, 2700, 303024
3943, 2800, 307831
4104, 2900, 310495
4278, 3000, 313679
4449, 3100, 316708
4612, 3200, 321409
4785, 3300, 325000
4938, 3400, 328411
5097, 3500, 331576
5264, 3600, 335177
5431, 3700, 338185
5598, 3800, 341023
5793, 3900, 342164
5975, 4000, 346400
6165, 4100, 349169
6328, 4200, 352652
6511, 4300, 355044
6696, 4400, 358084
6870, 4500, 362943
7049, 4600, 366227
7240, 4700, 369366
7420, 4800, 371654
7598, 4900, 373781
7788, 5000, 376971
7971, 5100, 380044
8132, 5200, 383495
8302, 5300, 385671
8521, 5400, 387429
8704, 5500, 389739
8909, 5600, 392079
9114, 5700, 393841
9282, 5800, 395824
9468, 5900, 398182
9654, 6000, 399419
9854, 6100, 402107
10045, 6200, 404702
10268, 6300, 406540
10478, 6400, 408450
10683, 6500, 410775
10870, 6600, 412961
11076, 6700, 415709
11288, 6800, 417733
11497, 6900, 419323
11695, 7000, 421039
11872, 7100, 422922
12105, 7200, 424331
12318, 7300, 425825
12546, 7400, 427294
12761, 7500, 428800
12989, 7600, 430604
13179, 7700, 432280
13426, 7800, 434523
13657, 7900, 436121
13898, 8000, 438143
14152, 8100, 439281
14375, 8200, 441208
14609, 8300, 442808
14843, 8400, 444292
15075, 8500, 445673
15312, 8600, 447244
15542, 8700, 449251
15788, 8800, 450716
16060, 8900, 452158
16256, 9000, 454379
16470, 9100, 455209
16704, 9200, 457014
16992, 9300, 458356
17235, 9400, 459788
17492, 9500, 460934
17766, 9600, 462893
17998, 9700, 464235
18238, 9800, 465779
18503, 9900, 466834
18746, 10000, 467972
18984, 10100, 469622
19227, 10200, 470809
19479, 10300, 472422
19783, 10400, 473737
20091, 10500, 475299
20367, 10600, 476283
20622, 10700, 477512
20910, 10800, 478468
21160, 10900, 480162
21472, 11000, 481119
21729, 11100, 482612
22051, 11200, 484204
22329, 11300, 485450
22657, 11400, 486321
22940, 11500, 487812
23236, 11600, 488663
23510, 11700, 489777
23850, 11800, 491161
24145, 11900, 492618
24460, 12000, 493590
24728, 12100, 494632
25047, 12200, 495787
25316, 12300, 496870
25566, 12400, 498158
25847, 12500, 499297
26148, 12600, 500645
26461, 12700, 501735
26766, 12800, 503592
27051, 12900, 504858
27337, 13000, 505973
27598, 13100, 506933
27874, 13200, 508023
28192, 13300, 509069
28488, 13400, 510562
28790, 13500, 512084
29124, 13600, 513054
29427, 13700, 514272
29718, 13800, 515323
30042, 13900, 516250
30400, 14000, 517258
30701, 14100, 518193
31041, 14200, 519241
31357, 14300, 520241
31660, 14400, 521251
31958, 14500, 522284
32244, 14600, 523206
32590, 14700, 524288
32973, 14800, 525143
33328, 14900, 526212
33643, 15000, 527102
34016, 15100, 528142
34321, 15200, 529093
34635, 15300, 529803
34946, 15400, 530804
35289, 15500, 531785
35681, 15600, 532902
36007, 15700, 533689
36345, 15800, 534476
36706, 15900, 535765
37049, 16000, 536518
37390, 16100, 537899
37779, 16200, 539089
38148, 16300, 540056
38462, 16400, 540813
38845, 16500, 541751
39156, 16600, 542426
39564, 16700, 543300
39951, 16800, 543858
40372, 16900, 544596
40718, 17000, 545376
41078, 17100, 546163
41455, 17200, 547200
41811, 17300, 548116
42184, 17400, 548934
42554, 17500, 549804
42939, 17600, 550693
43358, 17700, 551386
43787, 17800, 552206
44170, 17900, 553239
