seen, seed_size, seed_score
234, 100, 74037.6
459, 200, 102329
709, 300, 138324
951, 400, 162713
1200, 500, 183783
1472, 600, 201929
1716, 700, 215928
1986, 800, 225918
2287, 900, 238138
2533, 1000, 251056
2786, 1100, 261392
3079, 1200, 270810
3382, 1300, 284992
3644, 1400, 292849
3919, 1500, 301197
4201, 1600, 306127
4550, 1700, 311973
4848, 1800, 319083
5148, 1900, 325432
5469, 2000, 330241
5830, 2100, 334047
6163, 2200, 340184
6519, 2300, 345630
6828, 2400, 352003
7147, 2500, 358145
7505, 2600, 362473
7852, 2700, 366961
8143, 2800, 373006
8524, 2900, 376916
8880, 3000, 380500
9265, 3100, 383977
9631, 3200, 387160
9985, 3300, 391287
10341, 3400, 394370
10699, 3500, 398082
11045, 3600, 402359
11401, 3700, 405217
11769, 3800, 408198
12188, 3900, 410868
12522, 4000, 413028
12891, 4100, 415384
13262, 4200, 418478
13641, 4300, 421430
13995, 4400, 423839
14369, 4500, 426231
14745, 4600, 428716
15172, 4700, 430654
15604, 4800, 433882
16004, 4900, 436070
16351, 5000, 438769
16722, 5100, 440867
17143, 5200, 442783
17597, 5300, 444853
17993, 5400, 447395
18372, 5500, 449423
18818, 5600, 451393
19238, 5700, 453472
19596, 5800, 455591
20052, 5900, 457610
20491, 6000, 458945
20935, 6100, 460792
21353, 6200, 462834
21793, 6300, 464695
22215, 6400, 466697
22715, 6500, 468034
23148, 6600, 469945
23603, 6700, 471334
24119, 6800, 473543
24602, 6900, 474966
25003, 7000, 476527
25407, 7100, 477914
25873, 7200, 480025
26338, 7300, 481916
26737, 7400, 483743
27112, 7500, 485363
27643, 7600, 487056
28079, 7700, 488513
28539, 7800, 490408
29040, 7900, 492287
29480, 8000, 493932
29889, 8100, 495035
30392, 8200, 496374
30887, 8300, 497727
31281, 8400, 498979
31739, 8500, 500320
32222, 8600, 501712
32652, 8700, 503020
33188, 8800, 504368
33709, 8900, 505583
34264, 9000, 507067
34857, 9100, 508295
35363, 9200, 509781
35825, 9300, 511052
36449, 9400, 512361
36997, 9500, 513599
37493, 9600, 515487
37921, 9700, 516632
38388, 9800, 517606
38914, 9900, 518705
39375, 10000, 519493
39923, 10100, 520388
40402, 10200, 521220
40943, 10300, 522238
41414, 10400, 523558
41986, 10500, 524603
42529, 10600, 525781
43067, 10700, 526880
43627, 10800, 527743
44226, 10900, 529011
44801, 11000, 530192
45324, 11100, 531349
45887, 11200, 532320
46447, 11300, 533281
46971, 11400, 534188
47505, 11500, 535088
48148, 11600, 536046
48746, 11700, 536841
49301, 11800, 538038
49866, 11900, 538696
50527, 12000, 539549
51000, 12100, 540849
51599, 12200, 541641
52216, 12300, 542447
52805, 12400, 543356
53410, 12500, 544232
53986, 12600, 544937
54678, 12700, 545824
55334, 12800, 546645
56044, 12900, 547321
56680, 13000, 548177
57279, 13100, 549184
57870, 13200, 549932
58440, 13300, 550845
59114, 13400, 551450
59773, 13500, 552464
60500, 13600, 553473
61189, 13700, 554375
61778, 13800, 555348
62531, 13900, 556229
63245, 14000, 556919
63829, 14100, 557776
64515, 14200, 558777
65164, 14300, 559542
65743, 14400, 560263
66365, 14500, 561030
67014, 14600, 561827
67758, 14700, 562549
68479, 14800, 563304
69166, 14900, 563958
69809, 15000, 564762
70430, 15100, 565636
71187, 15200, 566371
71878, 15300, 567120
72555, 15400, 567826
73367, 15500, 568484
73895, 15600, 568953
74453, 15700, 569628
75171, 15800, 570521
75870, 15900, 571219
76526, 16000, 571937
77339, 16100, 572701
78024, 16200, 573596
78667, 16300, 574130
79323, 16400, 574767
80061, 16500, 575388
80728, 16600, 576033
81385, 16700, 576689
82115, 16800, 577517
82911, 16900, 578060
83662, 17000, 578758
84382, 17100, 579529
85223, 17200, 580115
85950, 17300, 580852
86657, 17400, 581634
87424, 17500, 582377
88233, 17600, 583010
88920, 17700, 583671
89584, 17800, 584271
90356, 17900, 584919
91086, 18000, 585469
91853, 18100, 586180
92639, 18200, 586785
93405, 18300, 587510
94110, 18400, 588182
94786, 18500, 588842
95622, 18600, 589334
96396, 18700, 589906
97164, 18800, 590416
97995, 18900, 591016
98778, 19000, 591725
99590, 19100, 592322
100509, 19200, 592944
101177, 19300, 593488
101857, 19400, 593932
102719, 19500, 594510
103601, 19600, 595022
104401, 19700, 595572
105208, 19800, 596205
105978, 19900, 596802
106675, 20000, 597198
113489, 20000, 597219
