seen, seed_size, seed_score
259, 100, 77920.1
558, 200, 109890
852, 300, 151713
1166, 400, 179287
1518, 500, 203025
1840, 600, 216896
2189, 700, 231585
2524, 800, 247711
2819, 900, 259422
3247, 1000, 274764
3602, 1100, 288242
3927, 1200, 297560
4342, 1300, 303639
4704, 1400, 311942
5143, 1500, 320989
5552, 1600, 327534
6068, 1700, 333749
6515, 1800, 340556
6907, 1900, 349018
7348, 2000, 355314
7780, 2100, 360705
8201, 2200, 367822
8662, 2300, 372152
9174, 2400, 376956
9696, 2500, 381290
10134, 2600, 386577
10628, 2700, 390788
11090, 2800, 395716
11609, 2900, 399291
12108, 3000, 403013
12594, 3100, 406058
13090, 3200, 409268
13614, 3300, 412899
14051, 3400, 415661
14537, 3500, 418616
15042, 3600, 421524
15655, 3700, 425469
16171, 3800, 428772
16737, 3900, 431569
17282, 4000, 434283
17850, 4100, 437219
18424, 4200, 439911
19036, 4300, 442646
19592, 4400, 445359
20159, 4500, 447711
20811, 4600, 449936
21428, 4700, 452269
22006, 4800, 455009
22673, 4900, 456924
23249, 5000, 458944
23844, 5100, 461132
24478, 5200, 463280
25045, 5300, 465026
25566, 5400, 467110
26232, 5500, 469772
26801, 5600, 472048
27446, 5700, 474038
28083, 5800, 475992
28768, 5900, 478712
29337, 6000, 480441
30023, 6100, 482317
30658, 6200, 483792
31281, 6300, 485544
31934, 6400, 487251
32548, 6500, 489106
33324, 6600, 490728
34022, 6700, 492390
34906, 6800, 494223
35565, 6900, 496053
36367, 7000, 497658
37129, 7100, 499536
37750, 7200, 501417
38418, 7300, 502819
39072, 7400, 504106
39901, 7500, 505246
40545, 7600, 506382
41204, 7700, 507482
41960, 7800, 509047
42713, 7900, 510559
43492, 8000, 511750
44312, 8100, 513362
45035, 8200, 514613
45785, 8300, 515964
46591, 8400, 517179
47329, 8500, 518431
48281, 8600, 519539
49012, 8700, 520637
49703, 8800, 521620
50596, 8900, 522634
51251, 9000, 524035
52060, 9100, 524983
52792, 9200, 526116
53639, 9300, 527182
54591, 9400, 528015
55573, 9500, 529161
56472, 9600, 530224
57288, 9700, 531329
58047, 9800, 532319
59021, 9900, 533223
59880, 10000, 534450
60951, 10100, 535657
61844, 10200, 536922
62976, 10300, 537841
63782, 10400, 538986
64717, 10500, 540133
65571, 10600, 541100
66524, 10700, 542035
67517, 10800, 542898
68447, 10900, 543866
69472, 11000, 544776
70313, 11100, 545827
71347, 11200, 546815
72194, 11300, 547785
73394, 11400, 548538
74286, 11500, 549264
75219, 11600, 550252
76089, 11700, 551260
77102, 11800, 552047
78077, 11900, 553098
79053, 12000, 553906
80052, 12100, 554576
80991, 12200, 555412
81990, 12300, 556421
83106, 12400, 557193
84079, 12500, 558122
85236, 12600, 558961
86231, 12700, 559808
87146, 12800, 560749
88285, 12900, 561516
89199, 13000, 562299
90315, 13100, 563070
91351, 13200, 563878
92509, 13300, 564489
93809, 13400, 565454
94719, 13500, 566312
95779, 13600, 566940
96755, 13700, 567652
97883, 13800, 568325
98994, 13900, 569065
100288, 14000, 569865
101237, 14100, 570582
102427, 14200, 571142
103621, 14300, 571825
104756, 14400, 572557
105982, 14500, 573322
107106, 14600, 573905
108370, 14700, 574651
109449, 14800, 575319
110730, 14900, 576014
111826, 15000, 576682
112886, 15100, 577336
113489, 15148, 577609
