seen, seed_size, seed_score
398, 100, 81723.5
793, 200, 143916
1239, 300, 179442
1663, 400, 207578
2198, 500, 226156
2635, 600, 246107
3144, 700, 265676
3655, 800, 283000
4266, 900, 294349
4824, 1000, 305873
5435, 1100, 316080
6184, 1200, 325317
6824, 1300, 336117
7460, 1400, 345241
8083, 1500, 354878
8790, 1600, 361283
9571, 1700, 367959
10270, 1800, 374419
10937, 1900, 380669
11706, 2000, 386323
12473, 2100, 390821
13262, 2200, 395735
13913, 2300, 400305
14792, 2400, 404873
15598, 2500, 409361
16478, 2600, 413784
17326, 2700, 417689
18334, 2800, 422246
19305, 2900, 425925
20302, 3000, 429622
21244, 3100, 433375
22189, 3200, 436580
23129, 3300, 439370
24142, 3400, 442449
25141, 3500, 445158
26000, 3600, 448324
26968, 3700, 451847
28051, 3800, 454541
29101, 3900, 457938
30111, 4000, 460479
31191, 4100, 462727
32139, 4200, 465207
33233, 4300, 467785
34508, 4400, 470123
35660, 4500, 472479
37005, 4600, 474864
38030, 4700, 477580
39221, 4800, 479345
40510, 4900, 481016
41662, 5000, 483181
42996, 5100, 485233
44115, 5200, 486990
45446, 5300, 488880
46762, 5400, 490667
48014, 5500, 492126
49295, 5600, 493784
50632, 5700, 495091
51609, 5800, 496859
52810, 5900, 498254
54268, 6000, 499781
56033, 6100, 501249
57281, 6200, 502718
58751, 6300, 504213
60293, 6400, 505715
61708, 6500, 507391
63355, 6600, 509026
64900, 6700, 510620
66483, 6800, 511871
68041, 6900, 513034
69635, 7000, 514387
71077, 7100, 515751
72677, 7200, 517014
74394, 7300, 518097
75994, 7400, 519815
77740, 7500, 521174
79533, 7600, 522572
81224, 7700, 523753
82724, 7800, 525012
84495, 7900, 526322
86241, 8000, 527452
87960, 8100, 528702
89958, 8200, 529853
91679, 8300, 530907
93471, 8400, 531923
95415, 8500, 532987
97111, 8600, 533905
99021, 8700, 534930
101027, 8800, 535977
102823, 8900, 536957
104677, 9000, 537932
106430, 9100, 538869
108341, 9200, 539931
110278, 9300, 540908
111851, 9400, 541934
113489, 9486, 542683
