seen,influence_threshold,user_index,ap, infScore, seed_size
11,364.748,657449,0,1787.38,1
21,364.633,1239,0,1166.79,2
26,364.275,5205,0.000581737,568.895,3
47,364.174,6400,0.000315512,652.391,4
52,363.841,3424,0.000849441,2772.71,5
58,363.623,26084,0.00382893,1834.65,6
59,363.516,102903,0.000214504,774.278,7
64,363.5,642782,0.00218083,918.696,8
75,363.496,3491,0.00156238,1045.49,9
80,363.332,729,0.00619092,747.683,10
81,363.099,469,0.0046871,1223.56,11
85,363.097,21159,0.00118722,889.53,12
92,362.993,62903,0.00388467,454.336,13
102,362.987,179149,0.000470928,922.323,14
103,362.888,662634,0.0110962,2131.13,15
105,362.772,1071,0.00360527,24528,16
118,362.687,883,0.058161,1675.07,17
120,361.841,1587,0.00417824,529.651,18
132,361.533,38384,0.0130245,1530.74,19
137,360.631,928,0.061465,7199.25,20
142,359.067,69931,0.00766348,912.625,21
143,358.696,1210,0.15997,1457.04,22
147,358.421,362,0.0376177,13097.6,23
150,357.818,89639,0.00716225,426.102,24
157,357.429,2774,0.0270013,719.144,25
172,357.069,645916,0.00822789,1782.67,26
182,357.048,646628,0.0030721,701.346,27
183,356.88,2485,0.0461268,404.784,28
184,356.861,8256,0.064151,437.31,29
202,356.689,268336,0.00803593,1416.77,30
203,355.387,3008,0.112658,450.774,31
206,355.292,91958,0.0125702,750.203,32
209,355.199,47794,0.0278333,617.623,33
215,355.182,1036,0.0538863,1392.76,34
231,354.928,1190,0.0338899,3534.22,35
234,354.866,114921,0.0681352,363.144,36
237,354.863,18858,0.0128861,1324.73,37
239,354.32,20234,0.0590428,924.158,38
248,354.285,516,0.0391199,2720.67,39
265,354.088,2834,0.0736864,363.926,40
301,354.002,20754,0.0323195,373.963,41
307,353.945,13024,0.0844267,1306.41,42
310,353.877,2234,0.0720529,360.516,43
316,353.406,14702,0.0285967,548.644,44
327,353.218,20795,0.0431495,530.376,45
329,353.152,77260,0.0500898,421.234,46
388,353.033,2759,0.102146,986.39,47
399,352.984,3162,0.109171,1950.93,48
400,352.519,2720,0.118789,744.246,49
409,352.322,3523,0.103165,1296.19,50
416,352.298,889,0.136622,1607.56,51
418,352.27,275,0.131761,774.855,52
424,352.109,35660,0.00735605,10453.8,53
426,351.877,403,0.186887,1816.88,54
431,351.826,280435,0.0557916,2516.28,55
434,351.707,20586,0.097206,355.696,56
441,351.679,661610,0.0540114,1092.3,57
447,351.219,833,0.20636,471.139,58
450,351.204,20081,0.118352,512.564,59
460,351.18,5826,0.103635,383.382,60
463,351.028,684215,0.0735584,1350.78,61
479,351.026,648298,0.0488362,608.682,62
483,350.81,108623,0.0827496,4365.35,63
525,350.757,2708,0.0448083,439.733,64
534,350.483,19462,0.0507779,361.967,65
536,350.178,94059,0.0374925,509.898,66
542,349.989,1489,0.110381,2343.72,67
563,349.912,105,0.124117,9712.43,68
570,349.709,106354,0.165309,1920.43,69
571,348.941,23129,0.133783,727.336,70
577,348.784,642861,0.0820782,8337.83,71
583,348.737,643719,0.189734,2619.09,72
585,348.211,27976,0.196454,591.395,73
592,347.282,1259,0.176426,1013.64,74
597,347.034,2559,0.124074,542.23,75
602,346.767,2344,0.168758,880.656,76
612,346.334,155431,0.16007,2689.17,77
613,346.19,18613,0.083791,448.496,78
636,346.166,722,0.27576,1871.31,79
637,345.582,3899,0.0739642,659.96,80
652,345.26,3101,0.0822869,976.286,81
655,344.478,801,0.437066,1172.61,82
661,342.895,115240,0.272855,2631.59,83
670,342.659,4541,0.239723,1407.88,84
671,342.449,18172,0.178764,1185.79,85
681,342.396,2525,0.254918,3360.65,86
685,342.114,642490,0.434312,3178.25,87
701,341.666,8879,0.270247,604.348,88
706,341.536,3916,0.0695094,427.966,89
717,341.234,515983,0.583753,702.955,90
719,341.072,805,0.403306,1960.62,91
720,340.775,642,0.175204,399.81,92
725,340.641,742,0.448136,1037.34,93
730,340.261,646255,0.154881,1764.64,94
732,340.249,650456,0.0489092,470.503,95
733,339.913,27543,0.0722642,1950.66,96
736,339.805,61543,0.346468,384.618,97
742,338.991,6210,0.33238,529.68,98
747,338.563,1845,0.264861,3810.39,99
751,338.024,2608,0.402135,402.39,100
754,337.949,15143,0.395502,765.555,101
782,337.722,196,0.272534,1985.28,102
787,337.296,37027,0.0710779,714.084,103
793,336.704,37063,0.0907177,772.173,104
796,335.832,1009453,0.335314,622.318,105
800,335.718,21080,0.270845,471.144,106
804,335.086,3219,0.315414,401.652,107
813,332.443,2810,0.391377,949.59,108
816,332.052,357530,0.426343,2059.82,109
825,331.874,657357,0.0658031,887.135,110
835,331.867,254926,0.244245,1391.72,111
837,331.853,3371,0.567858,554.29,112
838,331.797,75543,0.336319,1575.57,113
841,331.633,36072,0.130573,511.094,114
862,331.188,132538,0.0951409,540.166,115
868,331.159,807,0.376357,5724.15,116
883,331.023,26352,0.0276175,511.204,117
899,330.354,62875,0.447185,1938.53,118
902,330.166,18105,0.278601,697.009,119
903,329.88,663582,0.496767,419.357,120
919,329.639,110104,0.19017,2525.99,121
924,329.563,20024,0.167207,1796.85,122
945,329.476,20964,0.345996,371.752,123
946,328.924,78636,0.153293,472.085,124
950,328.765,2844,0.308747,1472.14,125
951,328.295,2282,0.579006,2050.83,126
953,327.425,9734,0.512618,592.658,127
963,327.394,27203,0.0744586,377.948,128
964,327.17,479,0.497122,3985.7,129
981,326.842,16013,0.527998,407.238,130
984,326.825,108601,0.106142,2004.08,131
988,326.723,79719,0.559651,415.372,132
990,326.438,131027,0.0465016,623.62,133
1002,326.023,20363,0.220778,2398.2,134
1019,325.928,21,0.437226,1904.31,135
1023,325.802,94026,0.567223,1944.91,136
1035,325.618,692623,0.0339744,330.159,137
1041,325.325,758404,0.294549,559.189,138
1052,325.273,20011,0.107746,2088.36,139
1053,325.239,3477,0.57854,909.795,140
1056,325.065,1226,0.594712,1189.29,141
1058,324.839,3665,0.148487,372.026,142
1062,324.472,77110,0.306379,603.92,143
1074,324.409,672244,0.0391521,1816.28,144
1083,324.144,881,0.741182,767.021,145
1113,324.137,18763,0.450685,393.472,146
1114,323.982,518634,0.508756,508.244,147
1116,323.919,72399,0.0712692,812.531,148
1136,323.85,104540,0.703192,1023.26,149
1150,323.643,1244,0.577316,3624.09,150
1190,323.346,642536,0.327684,4173.73,151
1206,323.327,20813,0.735199,356.336,152
1213,322.871,17270,0.0867266,428.413,153
1221,322.664,907,0.848165,442.915,154
1238,322.129,2423,0.669736,699.121,155
1241,321.997,4562,0.786113,1147.24,156
1263,321.985,4921,0.15266,406.559,157
1268,321.937,4049,0.243581,853.415,158
1271,321.366,1011428,0.501211,2015.49,159
1274,321.126,3446,0.733062,530.02,160
1307,321.119,47763,0.640981,1789.62,161
1319,320.871,687,0.594609,2299.75,162
1339,320.805,29579,0.558834,348.109,163
1345,320.59,2846,0.842834,355.348,164
1350,320.373,8184,0.91876,414.083,165
1351,320.353,27803,0.64971,1930.6,166
1352,320.346,11866,0.561847,431.014,167
1361,320.314,2686,0.671012,4319.36,168
1366,319.954,850,0.794172,630.271,169
1380,319.819,660234,0.15542,329.88,170
1399,319.754,642877,0.610204,320.797,171
1400,319.692,6518,0.570652,503.551,172
1412,319.545,1168,0.677878,596.155,173
1413,319.534,482708,0.429914,9274.15,174
1416,318.659,4904,0.260862,368.79,175
1431,318.491,3168,0.673815,468.191,176
1434,318.258,38409,0.200039,472.415,177
1447,318.251,63732,0.606808,437.967,178
1448,318.211,997937,0.641669,325.239,179
1456,317.877,167,0.249015,1163.28,180
1475,317.854,2822,0.808838,526.905,181
1479,317.773,1232,0.87039,640.13,182
1500,317.516,27836,0.696657,4729.36,183
1510,317.134,104683,0.86776,1380.53,184
1519,316.541,71119,0.352593,618.582,185
1529,316.526,22014,0.208609,766.932,186
1533,316.273,71075,0.180609,1405.94,187
1536,316.216,234692,0.0737244,328.563,188
1552,315.882,373537,0.420654,614.285,189
1564,315.702,646367,0.23244,758.424,190
1570,315.647,2316,0.925602,1927.15,191
1572,315.493,2782,0.900744,2221.19,192
1576,315.181,4814,0.280485,508.813,193
1585,315.145,20868,0.663125,400.183,194
1596,314.955,660238,0.277543,1535.3,195
1601,314.704,3683,0.145852,382.274,196
1622,314.635,1808,0.806782,483.69,197
1625,314.513,340,0.806895,2318.03,198
1640,314.493,1203,0.297659,427.365,199
1644,314.293,1179,0.793843,935.402,200
1647,314.171,802056,0.0766584,454.915,201
1654,313.93,37398,0.166124,498.794,202
1656,313.696,131024,0.22164,628.243,203
1663,313.382,6269,0.814141,662.141,204
1668,313.145,2982,0.83454,582.498,205
1697,313.03,645693,0.573177,1329.37,206
1700,312.98,640017,0.757942,862.492,207
1704,312.893,114387,0.54544,408.871,208
1709,312.691,1007994,0.504891,470.651,209
1716,312.288,700,0.911237,894.907,210
1779,312.153,12825,0.82364,363.918,211
1788,311.507,2422,0.944382,1580.47,212
1798,311.376,5203,0.805064,525.178,213
1801,311.031,702853,0.32487,854.232,214
1805,310.895,60085,0.962005,1488.54,215
1812,310.177,122853,0.197404,379.483,216
1815,310.155,2538,0.947161,2186.84,217
1863,310.115,1243,0.691124,927.185,218
1869,310.014,636736,0.788307,965.881,219
1872,310,1118,0.920779,816.766,220
1896,309.957,109988,0.946064,677.605,221
1898,309.917,6267,0.846132,503.158,222
1925,309.82,1311,0.510747,803.445,223
1926,309.619,106984,0.978496,478.911,224
1928,309.228,5693,0.710706,986.027,225
1936,309.118,636156,0.769968,836.249,226
1943,309.043,8335,0.582334,457.746,227
1948,309.008,93539,0.909258,1892.02,228
1951,308.428,4935,0.250734,1300.48,229
1953,307.848,3941,0.417915,410.068,230
1961,307.768,33783,0.338257,476.213,231
1971,307.635,672652,0.387002,594.092,232
1977,307.593,1490,0.698691,2211.84,233
1997,307.498,28179,0.361379,391.381,234
2020,307.409,831,0.623061,3972.1,235
2038,307.184,1707,0.944899,430.549,236
2040,307.091,27171,0.765634,396.478,237
2046,307.078,21341,0.690668,572.722,238
2049,307.071,642539,0.221386,1515.18,239
2071,307.02,662159,0.475307,897.869,240
2077,306.997,69853,0.739701,1044.97,241
2083,306.702,11905,0.583868,421.923,242
2086,306.347,2953,0.394595,658.286,243
2129,305.569,32877,0.884095,441.37,244
2133,305.249,919,0.920654,596.51,245
2138,305.204,33,0.544685,986.77,246
2143,305.185,93,0.89512,494.261,247
2159,305.085,698535,0.144472,426.366,248
2220,305.019,825,0.895347,1696.99,249
2238,304.699,1271,0.903123,1305.58,250
2241,304.499,20635,0.725347,345.863,251
2243,304.444,684219,0.194551,1066.23,252
2252,304.063,18571,0.531935,310.273,253
2255,303.928,1574,0.525328,1019.54,254
2272,303.753,1182,0.843411,1840.54,255
2297,303.322,645647,0.381658,787.556,256
2299,302.868,17685,0.651582,356.524,257
2302,302.753,697830,0.176871,800.626,258
2310,302.626,209,0.886267,2311.95,259
2315,302.603,30374,0.649445,389.073,260
2322,302.464,17404,0.971315,1112.84,261
2323,302.357,77607,0.894265,936.205,262
2343,302.327,1273,0.833019,1962.23,263
2358,302.067,75044,0.350747,511.241,264
2372,302.029,5234,0.859379,834.195,265
2383,301.979,75183,0.186392,467.574,266
2392,301.942,1258,0.867729,1087.59,267
2393,301.776,4942,0.478737,462.395,268
2396,301.724,660221,0.754625,319.839,269
2400,301.57,3112,0.972412,473.974,270
2410,301.336,3,0.825379,2146.84,271
2423,301.308,79927,0.157056,488.072,272
2430,301.099,122395,0.0671676,567.087,273
2435,300.489,7827,0.899106,825.434,274
2447,300.117,160789,0.205657,310.171,275
2458,299.913,1265,0.921149,381.031,276
2469,299.852,678165,0.261911,693.138,277
2477,299.656,112201,0.871045,315.773,278
2491,299.541,62833,0.50582,358.633,279
2520,299.291,17263,0.635438,498.708,280
2524,299.276,1001507,0.112992,1384.37,281
2527,299.264,46,0.717904,733.509,282
2534,299.205,480825,0.900944,665.54,283
2564,299.086,80175,0.352431,430.901,284
2581,298.619,4418,0.932356,568.877,285
2590,298.475,13567,0.925255,977.03,286
2617,298.358,104537,0.967924,371.375,287
2619,298.275,695405,0.178835,959.278,288
2630,298.208,105477,0.9588,2518.56,289
2633,298.177,51821,0.489618,303.635,290
2643,298.062,57914,0.729068,359.627,291
2651,297.762,838,0.857144,716.542,292
2655,297.706,13737,0.941689,340.631,293
2656,297.514,644920,0.959735,966.71,294
2657,297.506,20323,0.653638,733.495,295
2658,297.409,104539,0.969545,394.676,296
2666,297.385,9357,0.555693,415.305,297
2683,297.315,956,0.972397,745.933,298
2706,296.982,676602,0.172575,2695.44,299
2710,296.767,3306,0.45976,797.693,300
2724,296.666,104582,0.979306,389.432,301
2735,296.077,123842,0.188085,437.653,302
2737,296.012,951,0.969428,907.199,303
2768,295.332,6425,0.962679,495.46,304
2776,295.283,1708,0.903755,361.454,305
2778,295.228,3695,0.937259,707.458,306
2779,295.093,11479,0.900342,304.871,307
2793,295.068,153277,0.837987,537.559,308
2817,294.856,1910,0.887959,565.282,309
2837,294.574,3739,0.607499,551.679,310
2851,294.442,106983,0.975197,298.893,311
