seen,influence_threshold,user_index,ap, infScore, seed_size
1,17.8251,683796,0,20.286,1
2,17.8249,683352,2.21945e-05,100.469,2
3,17.8249,181951,0,21.8856,3
5,17.8247,25362,1.36087e-05,62.9098,4
6,17.8244,249069,0.000213188,227.016,5
8,17.8241,104649,6.7297e-05,54.4978,6
10,17.824,365445,0,19.5971,7
11,17.8237,657449,0.038304,1787.38,8
12,17.8231,78749,0.159925,33.3642,9
14,17.8223,13127,0.197184,57.2593,10
16,17.8222,20071,0.0570864,190.141,11
21,17.8221,1239,0.455263,1166.79,12
32,17.822,125298,0.159506,30.8028,13
50,17.8219,86199,0.739479,35.1668,14
58,17.8215,26084,0.489938,1834.65,15
59,17.8212,102903,0.675353,774.278,16
87,17.821,80036,0.621519,30.6956,17
102,17.8206,179149,0.243022,922.323,18
103,17.8206,662634,0.716799,2131.13,19
112,17.8201,30395,0.655933,97.178,20
144,17.8195,693282,0.358756,51.3799,21
150,17.8191,89639,0.483734,427.102,22
158,17.819,146463,0.571585,22.6982,23
182,17.8188,646628,0.280069,701.346,24
202,17.8187,268336,0.75993,1417.77,25
206,17.8174,91958,0.612242,750.203,26
217,17.8173,210612,0.687493,230.701,27
229,17.817,648301,0.77664,50.7924,28
252,17.8165,281844,0.737811,60.7046,29
259,17.8157,143923,0.692125,149.99,30
270,17.8156,672567,0.340131,160.998,31
326,17.815,65862,0.281188,19.7185,32
387,17.8148,665749,0.689679,277.779,33
424,17.8146,35660,0.777891,10455.8,34
471,17.8143,155503,0.177692,29.9924,35
496,17.8138,574709,0,60.4392,36
523,17.8137,291701,0.543334,18.8735,37
551,17.8128,751972,0.507456,78.3844,38
572,17.8127,203272,0.714996,36.3145,39
620,17.8124,285228,0.67064,18.1607,40
650,17.8123,202747,0.362794,37.4452,41
698,17.8119,359219,0.0324477,23.8222,42
723,17.8116,145300,0.496227,30.8318,43
743,17.8115,315876,0.600149,30.1522,44
745,17.8112,567635,0.272286,44.2744,45
752,17.8111,122825,0.502995,254.472,46
867,17.8104,195779,0.572571,29.91,47
884,17.8103,279549,0.73747,22.2393,48
918,17.8101,156906,0.655487,74.6874,49
955,17.81,1082222,0,18.6843,50
984,17.8097,108601,0.79037,2007.08,51
1009,17.8097,137363,0.674587,198.146,52
1011,17.8096,1034426,0,57.3394,53
1014,17.8095,231851,0.788591,22.405,54
1035,17.8094,692623,0.69644,331.159,55
1039,17.8093,307085,0.736072,25.1258,56
1064,17.8091,950752,0,35.7426,57
1074,17.8087,672244,0.483437,1817.28,58
1191,17.8086,636605,0.478646,41.5424,59
1207,17.8084,222158,0.626671,23.8114,60
1255,17.808,69888,0.70362,247.8,61
1322,17.8079,166594,0.578237,137.534,62
1323,17.8076,280986,0.694675,188.754,63
1396,17.8074,96750,0.762584,99.8112,64
1398,17.8069,702512,0.72715,25.3478,65
1432,17.8069,312265,0.0626329,37.0997,66
1434,17.8066,38409,0.6173,472.415,67
1514,17.8066,468845,0.106557,36.142,68
1520,17.8061,359925,0.758277,27.8273,69
1575,17.8061,510709,0,22.9301,70
1647,17.8059,802056,0.75695,456.915,71
1656,17.8058,131024,0.677956,629.243,72
1722,17.8054,725875,0.0243902,42.4305,73
1730,17.8053,1048329,0.678659,187.327,74
1802,17.8052,343346,0.0944789,91.185,75
1807,17.8051,233435,0.619853,22.6279,76
1813,17.805,215841,0.79853,35.0195,77
1845,17.8046,294904,0.77932,19.0402,78
1874,17.8035,4998,0.765416,44.921,79
1882,17.803,319314,0.749378,20.0055,80
1902,17.8029,159927,0.537268,94.5848,81
1906,17.8025,223576,0.432285,37.2422,82
2052,17.8023,460019,0.00171492,21.6616,83
2148,17.8022,1012889,0.609602,29.7039,84
2159,17.8018,698535,0.766309,428.366,85
2189,17.8013,170155,0.587005,197.901,86
2200,17.8013,727794,0.642113,18.9121,87
2302,17.8012,697830,0.734564,800.626,88
2320,17.8011,284254,0.701062,36.0702,89
2416,17.7996,219236,0.367947,63.0022,90
2430,17.7995,122395,0.245207,567.087,91
2478,17.7989,794063,0.423545,49.8187,92
2524,17.7985,1001507,0.758634,1384.37,93
2533,17.7985,4220,0.773808,282.672,94
2609,17.7984,162035,0.700604,144.629,95
2619,17.7984,695405,0.73869,960.278,96
2634,17.7982,223688,0.572051,20.2797,97
2654,17.7981,862133,0.356672,68.9014,98
2701,17.7981,199945,0.698509,43.194,99
2728,17.7968,162026,0.657776,208.514,100
2788,17.7967,529741,0.56853,20.1045,101
2933,17.7963,202050,0.0587979,19.4588,102
2994,17.7961,186239,0.760041,48.3828,103
3015,17.7957,258489,0.515592,19.2123,104
3016,17.7956,295011,0.0922408,103.029,105
3087,17.7953,226946,0.331724,68.7937,106
3189,17.7943,400792,0.791593,23.4242,107
3221,17.7935,683618,0.581384,41.5621,108
3239,17.7932,643702,0.792835,142.598,109
3244,17.7932,849785,0.0434782,23.6719,110
3280,17.7927,110194,0.795772,2169.47,111
3312,17.7927,671862,0.728683,19.2002,112
3355,17.7922,686673,0.751996,1370.2,113
3357,17.7921,314987,0.508685,21.3736,114
3382,17.7913,856803,0,49.784,115
3417,17.7909,486880,0.110209,42.7948,116
3484,17.7901,649455,0.785953,111.946,117
3539,17.7899,278192,0.502509,283.381,118
3582,17.7898,126287,0.672038,49.9952,119
3600,17.7898,341247,0.776338,56.4896,120
3629,17.7896,376276,0.38974,120.662,121
3644,17.7895,122057,0.746004,159.263,122
3673,17.7892,114349,0.497278,89.4224,123
3793,17.7885,122768,0.773971,35.2209,124
3825,17.7884,357547,0.0531737,27.1028,125
3842,17.7883,214319,0.557316,102.763,126
3845,17.7883,104181,0.750405,475.569,127
3929,17.7882,778604,0.0424437,24.6175,128
3939,17.7878,1084106,0.22686,43.7964,129
3982,17.7876,106933,0.790604,75.1247,130
4012,17.787,97297,0.736124,130.42,131
4017,17.7867,122974,0.568447,69.3271,132
4030,17.7861,1060667,0.0481856,41.98,133
4110,17.786,229264,0.58496,43.6171,134
4124,17.786,883573,0.169783,22.8896,135
4140,17.7858,271961,0.795731,52.3589,136
4308,17.7857,355575,0.386264,20.4172,137
4403,17.7857,436005,0.600021,24.0649,138
4420,17.7853,128910,0.628881,29.0259,139
4456,17.7853,713388,0.693676,38.9959,140
4666,17.7851,232783,0.675118,28.4583,141
4877,17.7837,229006,0.660797,62.6252,142
4956,17.7836,206327,0.798075,47.2322,143
4975,17.783,84193,0.791486,231.92,144
5028,17.7829,500947,0,17.829,145
5128,17.7826,345803,0.460624,22.1624,146
5216,17.7822,943335,0,21.338,147
5244,17.7818,174628,0.564935,19.2447,148
5259,17.7815,388318,0.495405,20.4623,149
5366,17.7806,391659,0.431133,24.7613,150
5442,17.7797,293527,0.7254,44.2373,151
5557,17.7793,352181,0.384241,18.5687,152
5618,17.7791,637477,0.705331,41.9203,153
5699,17.779,1020704,0.109727,22.4232,154
5748,17.7786,319989,0.711674,18.9316,155
5880,17.7784,773117,0,24.8482,156
5968,17.7781,4897,0.784152,779.37,157
6136,17.7781,648308,0.714395,361.841,158
6137,17.7778,173074,0.621337,19.009,159
6166,17.7777,391046,0.280443,23.7866,160
6241,17.7776,717436,0.0874974,117.252,161
6267,17.7767,133826,0.609394,26.3859,162
6295,17.7764,166041,0.520179,45.929,163
6312,17.7763,293675,0.522553,41.6334,164
6322,17.7744,271981,0.462171,21.2697,165
6720,17.7744,758957,0.745776,1131.75,166
6767,17.7744,357867,0.105319,17.9664,167
6822,17.7735,712124,0.236873,27.8245,168
6824,17.7734,455314,0.655854,227.536,169
6935,17.7731,798581,0.799173,43.671,170
6964,17.7728,222724,0.458251,551.807,171
6983,17.7726,794659,0.00176367,21.6597,172
7127,17.7714,532722,0.0112711,18.5449,173
7307,17.771,133185,0.541154,539.219,174
7330,17.771,711483,0.0442629,37.6084,175
7583,17.7707,600631,0.631273,72.8184,176
7626,17.7705,328122,0.461704,65.8318,177
7965,17.7698,450836,0.659406,22.6164,178
8125,17.7698,984474,0,23.9315,179
8139,17.7698,776847,0.279033,27.1679,180
8160,17.7697,327747,0.111528,19.2467,181
8242,17.7695,148855,0.68048,37.7754,182
8254,17.7692,173252,0.396168,22.7395,183
8277,17.769,90117,0.757914,42.3268,184
8312,17.7689,218011,0.390208,33.1444,185
8314,17.7686,108785,0.767934,218.439,186
8346,17.7681,1010454,0.0353155,19.6958,187
8501,17.7678,226872,0.742044,25.8039,188
8593,17.7678,283579,0.245683,19.0669,189
8747,17.7676,248074,0.687284,28.8082,190
8752,17.7675,910048,0.423314,25.4491,191
8815,17.7675,223637,0.790201,19.1249,192
8854,17.7674,687671,0.644122,43.8463,193
8909,17.767,434242,0.0503268,19.5923,194
8949,17.7664,949002,0,36.0549,195
9349,17.7661,185654,0.512012,19.0116,196
9465,17.7659,194938,0.392768,22.0962,197
9630,17.7658,123828,0.723956,199.087,198
9714,17.7655,196559,0.499404,38.1021,199
9753,17.7654,622595,0.0271081,73.9222,200
9763,17.7648,91443,0.674738,19.8185,201
10027,17.7644,31453,0.685254,209.799,202
10044,17.7637,1032183,0.544617,510.85,203
10072,17.7637,125067,0.775149,63.0278,204
10176,17.7635,69847,0.740392,17.8104,205
10388,17.7633,714928,0.202946,192.644,206
10487,17.7631,379158,0.0555545,17.878,207
10569,17.7626,293716,0.147211,83.7939,208
10673,17.7625,232851,0.686701,33.3483,209
10711,17.7624,746834,0.0333536,43.5173,210
10921,17.7624,289368,0.784952,130.325,211
10935,17.7624,460300,0.218171,32.5931,212
10950,17.7614,831135,0.696799,23.604,213
11041,17.7609,439593,0.00971837,46.1487,214
11071,17.7609,141746,0.719332,155.108,215
11074,17.7603,152722,0.598161,45.0725,216
11117,17.7599,222704,0.620825,25.0159,217
11176,17.7598,379920,0.640336,108.656,218
11238,17.7597,194805,0.710266,23.0342,219
11265,17.7596,171049,0.713179,19.492,220
11301,17.7593,683924,0.045314,20.7179,221
11406,17.7586,174682,0.584533,54.5821,222
11694,17.7578,166183,0.614585,27.4717,223
11697,17.7573,856991,0,23.9069,224
11744,17.7571,1008964,0,43.8822,225
11815,17.757,367947,0.192505,38.6587,226
11934,17.7568,781521,0.640731,141.447,227
11981,17.7565,615043,0.13243,28.3296,228
11995,17.755,1132065,0.187849,19.7746,229
12029,17.7549,200306,0.250166,92.0144,230
12113,17.7547,696115,0.40321,106.636,231
12120,17.7545,415138,0.776445,35.7412,232
12518,17.7544,342285,0.690942,25.2953,233
12534,17.7539,754282,0.629091,48.9289,234
12537,17.7538,917613,0.681773,45.2539,235
12551,17.7537,216645,0.646097,50.9366,236
12565,17.7533,468642,0.201547,23.8683,237
12666,17.7531,675847,0.179884,30.1142,238
12694,17.753,187212,0.793803,39.4234,239
12945,17.7525,478068,0.543485,19.9495,240
12951,17.7523,123040,0.748011,179.282,241
12967,17.7521,458823,0.680736,20.9507,242
13014,17.7519,131388,0.487555,20.2073,243
13115,17.7511,957446,0,31.6356,244
13200,17.751,661391,0.205435,505.487,245
13385,17.7509,88912,0.769572,57.724,246
13547,17.7509,771012,0.0967035,26.6919,247
13562,17.7508,216122,0.386887,70.6887,248
13600,17.7507,267270,0.452668,36.4137,249
13709,17.7506,85052,0.710476,340.641,250
14249,17.7504,1015038,0.522184,211.161,251
14281,17.7503,741544,0.760495,182.67,252
14459,17.75,72377,0.663974,18.6322,253
14470,17.7499,277758,0.20026,256.983,254
14557,17.7486,773168,0.0426891,30.6955,255
14703,17.7486,230635,0.710892,29.7309,256
14759,17.7483,175138,0.786367,33.0538,257
14793,17.7482,748674,0.797021,22.3424,258
14925,17.7474,277112,0.594631,20.9846,259
14932,17.7465,781213,0.188116,23.3136,260
15110,17.7463,188807,0.606887,122.962,261
15210,17.7459,200416,0.565043,33.6789,262
15236,17.7457,222602,0.571613,137.118,263
15258,17.7453,566331,0.686165,71.6572,264
15613,17.7453,841635,0.437816,24.9537,265
15799,17.745,610314,0,18.2186,266
15813,17.745,207980,0.644717,34.1038,267
15914,17.7443,932876,0,18.0557,268
16017,17.7438,322099,0.726459,26.1588,269
16044,17.7436,884241,0.0637066,46.1258,270
16069,17.7436,78730,0.542328,615.96,271
16144,17.7436,103824,0.430085,229.51,272
16205,17.7432,690445,0.421651,19.3533,273
16280,17.7425,61732,0.404274,18.1877,274
16354,17.7419,734024,0.373574,30.4764,275
16481,17.7418,158196,0.325784,45.231,276
16754,17.7415,504291,0.0526316,19.8112,277
16810,17.7413,314979,0,18.9269,278
16954,17.7413,377250,0.586085,21.5083,279
17034,17.7409,314653,0.768766,46.064,280
17046,17.7407,264236,0.5799,42.5189,281
17094,17.7402,245019,0.785934,105.791,282
17183,17.7399,879899,0.0572361,20.176,283
17213,17.7398,231078,0.559665,29.0848,284
17226,17.7392,466145,0.563226,29.8049,285
17365,17.7388,354894,0.453541,45.3377,286
17379,17.7376,172120,0.486505,37.1887,287
17463,17.737,146273,0.776717,19.5721,288
17519,17.7361,344080,0.160019,26.5339,289
17897,17.735,206548,0.299042,165.264,290
18099,17.7347,300498,0.622932,18.2382,291
18302,17.7347,646621,0.390642,40.8561,292
18303,17.7339,123921,0.666476,54.3121,293
18630,17.7338,380599,0.734207,18.042,294
18763,17.7337,535092,0,47.8786,295
18807,17.7336,1009191,0,24.1395,296
18954,17.7336,82058,0.526262,79.8279,297
18967,17.7335,538223,0.0227285,25.9745,298
18972,17.7334,303770,0.741324,18.9756,299
19004,17.7327,1013878,0.715386,78.7327,300
19069,17.7326,321176,0.704724,36.7988,301
19120,17.7325,291721,0.286297,23.406,302
19310,17.7323,36553,0.786789,338.991,303
19385,17.7321,897666,0,45.1372,304
19862,17.732,1033692,0.0951881,331.867,305
19979,17.732,273798,0.781148,26.6155,306
19981,17.7318,678108,0.505109,342.895,307
20213,17.7317,872609,0,28.9299,308
20218,17.7315,254400,0.612508,25.5455,309
20278,17.7313,222106,0.618005,22.9954,310
20309,17.731,782264,0.138086,21.4559,311
20360,17.7305,684289,0.716606,34.9868,312
20433,17.7304,260161,0.355176,24.0088,313
21011,17.7288,798104,0.279137,39.9982,314
21059,17.7286,598655,0.784496,30.7966,315
21140,17.7285,486902,0,19.6472,316
21370,17.7281,277072,0.737059,27.0382,317
21537,17.7281,711939,0.0714378,51.5286,318
21547,17.7279,1099167,0.047619,22.0176,319
21634,17.7278,715155,0.735492,90.3255,320
21694,17.7275,216238,0.0544691,31.0802,321
21772,17.727,325182,0.656842,81.5677,322
21785,17.7263,971063,0.0322581,32.0409,323
22032,17.7263,736282,0,27.8407,324
22153,17.7258,322222,0.6451,51.2814,325
22902,17.7254,608286,0,41.2451,326
22917,17.7249,370284,0.184671,73.1256,327
23211,17.7246,216098,0.671531,27.8508,328
23404,17.7244,919664,0.767042,19.9031,329
23498,17.7244,336787,0.394042,57.7353,330
23808,17.7241,1038871,0,18.0186,331
23844,17.724,486959,0.00505077,62.9654,332
23861,17.7237,425796,0,102.878,333
23888,17.7236,771180,0,58.012,334
23974,17.7234,311366,0.207729,22.749,335
24134,17.7233,325697,0.723954,19.1306,336
24140,17.7232,837753,0.0240423,40.8906,337
24325,17.7231,366775,0.754658,20.1419,338
24460,17.723,853448,0,33.5905,339
24477,17.7227,837082,0.000422414,100.178,340
24695,17.7226,324281,0.232264,104.719,341
24838,17.7222,178274,0.398248,49.2584,342
25467,17.7218,674081,0.607604,318.491,343
25558,17.7216,731787,0.713004,19.808,344
25799,17.7214,740743,0.553825,286.188,345
25873,17.7214,279786,0.654191,27.8421,346
25923,17.7212,580133,0.157483,24.9249,347
25938,17.7206,21527,0.575732,29.275,348
25956,17.7199,694765,0.51397,145.764,349
26098,17.7196,199860,0.100112,233.029,350
26232,17.7192,1090958,0.707206,164.998,351
26268,17.7191,850782,0,33.9192,352
26430,17.7191,202152,0.492821,40.4747,353
26512,17.719,130838,0.798334,29.1972,354
26615,17.7188,854329,0,31.9144,355
26646,17.7187,31038,0.731125,73.1207,356
26842,17.7187,831136,0.280502,57.1322,357
26988,17.7185,477452,0.259873,29.7789,358
27041,17.7182,170462,0.658853,30.6044,359
27258,17.7181,351754,0.242253,35.1969,360
27332,17.7175,635299,0,23.7457,361
27433,17.7175,453275,0.658234,26.9058,362
27542,17.717,787702,0.135355,83.1513,363
27546,17.7168,1071100,0.0908894,40.1322,364
