seen,influence_threshold,user_index,ap, infScore, seed_size
2,95.6714,683352,0,100.469,1
6,95.6684,249069,0,227.016,2
11,95.6657,657449,0,1787.38,3
16,95.6609,20071,0,190.141,4
21,95.6579,1239,0,1166.79,5
22,95.6299,96070,0,154.91,6
25,95.6222,1101,0,217.222,7
26,95.6152,5205,0,568.895,8
30,95.5988,39102,0.00510204,170.299,9
37,95.5978,90535,0,103.237,10
40,95.5937,104677,0,266.91,11
47,95.5869,6400,0,652.391,12
52,95.5607,3424,0.000316456,2772.71,13
54,95.5365,32997,0,163.618,14
58,95.5232,26084,0,1834.65,15
59,95.5075,102903,0,774.278,16
64,95.4741,642782,0.00104493,919.696,17
75,95.4577,3491,0.000906618,1046.49,18
80,95.4577,729,0.00243754,749.683,19
81,95.4205,469,0.00154143,1225.56,20
85,95.4123,21159,0,889.53,21
92,95.3993,62903,0,454.336,22
97,95.3861,20095,0.00327869,275.758,23
98,95.3852,24732,0.00578035,170.813,24
102,95.3503,179149,0,922.323,25
103,95.3338,662634,0,2131.13,26
104,95.3331,4185,0,241.716,27
105,95.328,1071,0.000486779,24537,28
112,95.3257,30395,0,97.178,29
118,95.292,883,0.00170261,1677.07,30
119,95.2617,252756,0,145.258,31
120,95.2589,1587,0,529.651,32
123,95.2503,29772,0.00462963,222.238,33
132,95.2289,38384,0.00181928,1532.74,34
137,95.2246,928,0.00012631,7200.25,35
142,95.2029,69931,0,912.625,36
143,95.1711,1210,0.00189514,1460.04,37
147,95.1332,362,0.00102403,13109.6,38
148,95.1044,80439,0,199.929,39
150,95.1002,89639,0.00214592,427.102,40
153,95.0933,662158,0,119.118,41
156,95.0821,2196,0.00680272,138.325,42
157,95.0819,2774,0.00123153,720.144,43
160,95.0729,18938,0.00301205,317.854,44
170,95.0674,1039106,0,128.827,45
172,95.0577,645916,0.00109679,1784.67,46
173,95.0475,62601,0,116.619,47
176,95.0319,66332,0.00518806,324.144,48
182,95.0248,646628,0,701.346,49
184,95.0199,8256,0.0064655,440.31,50
194,95.0187,21306,0.00773691,235.591,51
198,95.008,263711,0.00917431,105.16,52
200,95.0014,4480,0.00649351,137.017,53
202,94.9783,268336,0.000675676,1417.77,54
203,94.9693,3008,0.00631577,453.774,55
206,94.9297,91958,0.00127389,750.203,56
209,94.9253,47794,0.00145138,619.623,57
215,94.9034,1036,0.00334001,1396.76,58
217,94.8913,210612,0,230.701,59
231,94.8783,1190,0.00215604,3540.22,60
235,94.8626,122800,0.00833333,107.358,61
237,94.8533,18858,0.00355113,1329.73,62
239,94.8248,20234,0.00487329,929.158,63
243,94.8162,112773,0.00471698,192.28,64
248,94.8138,516,0.00209168,2725.67,65
249,94.774,78799,0.00540541,161.803,66
254,94.7618,82035,0.00621118,150.856,67
259,94.7437,143923,0,149.99,68
265,94.7367,2834,0.00524245,364.926,69
270,94.7344,672567,0,160.998,70
284,94.7247,642989,0.0060241,153.251,71
287,94.7013,104098,0.00833333,112.572,72
290,94.6968,70578,0.0090293,208.787,73
295,94.695,62726,0.0027933,353.218,74
299,94.6904,3433,0.00507614,189.866,75
301,94.6862,20754,0.00962689,376.963,76
307,94.6769,13024,0.00632465,1313.41,77
308,94.6507,62206,0,98.3759,78
310,94.6424,2234,0.00791553,363.516,79
313,94.6159,173055,0.00909091,103.453,80
315,94.5959,21289,0,170.416,81
316,94.593,14702,0.0033195,549.644,82
320,94.5897,38388,0.008,112.585,83
321,94.5848,96241,0,153.537,84
327,94.578,20795,0.00511944,534.376,85
328,94.5706,25845,0.0060241,159.094,86
329,94.5641,77260,0.00215054,422.234,87
330,94.5607,4050,0.00884956,118.834,88
350,94.5602,118789,0,110.46,89
352,94.5139,1013584,0,107.538,90
368,94.497,63442,0.00588235,157.186,91
377,94.4883,88604,0.00775194,112.747,92
382,94.4852,4333,0.00492611,182.405,93
387,94.4613,665749,0,277.779,94
388,94.4579,2759,0.00793647,993.39,95
389,94.452,694932,0.00315457,320.59,96
398,94.4431,126137,0.00684932,137.671,97
399,94.4304,3162,0.00280702,1954.93,98
400,94.4088,2720,0.00706295,751.246,99
409,94.4085,3523,0.00850154,1308.19,100
416,94.4072,889,0.0051903,1616.56,101
418,94.4029,275,0.00479328,779.855,102
419,94.3977,82109,0,162.41,103
420,94.3877,160789,0.00257732,314.171,104
424,94.3875,35660,0.000177281,10455.8,105
426,94.3799,403,0.00766084,1831.88,106
431,94.3495,280435,0.00214094,2521.28,107
434,94.3484,20586,0.00742571,358.696,108
441,94.3317,661610,0,1092.3,109
460,94.321,5826,0.00477897,386.382,110
462,94.3094,657377,0,135.227,111
463,94.303,684215,0.00134998,1352.78,112
479,94.2891,648298,0,608.682,113
483,94.2863,108623,0.000612245,4370.35,114
509,94.2823,658459,0.00398406,241.68,115
525,94.2607,2708,0.00812179,441.733,116
534,94.2591,19462,0.00793647,364.967,117
535,94.2471,866,0.00911848,322.871,118
