seen,influence_threshold,user_index,ap, infScore, seed_size
2,55.7958,683352,0,100.469,1
5,55.7957,25362,0,62.9098,2
6,55.7855,249069,0,227.016,3
11,55.7708,657449,0,1787.38,4
14,55.7601,13127,0,57.2593,5
16,55.7574,20071,0,190.141,6
21,55.7512,1239,0,1166.79,7
22,55.7447,96070,0,154.91,8
25,55.7429,1101,0,217.222,9
26,55.7408,5205,0,568.895,10
30,55.7334,39102,0.00510204,170.299,11
31,55.7332,222850,0,93.7925,12
36,55.7296,29202,0,92.2254,13
37,55.7252,90535,0,103.237,14
40,55.7124,104677,0,266.91,15
46,55.7089,73018,0,76.5816,16
47,55.7007,6400,0.00136986,652.391,17
52,55.6993,3424,0.000316456,2772.71,18
54,55.6979,32997,0,163.618,19
58,55.6894,26084,0,1834.65,20
59,55.6888,102903,0,774.278,21
60,55.6881,21068,0,83.7385,22
62,55.6863,108489,0,86.5234,23
63,55.6845,69876,0,86.1866,24
64,55.6831,642782,0.00104493,919.696,25
75,55.6817,3491,0.000906618,1046.49,26
76,55.6747,57269,0,81.8654,27
80,55.6704,729,0.00243754,749.683,28
81,55.6653,469,0.00154143,1225.56,29
85,55.6619,21159,0,889.53,30
90,55.6598,20619,0,69.2215,31
92,55.6592,62903,0,454.336,32
96,55.6586,47848,0,63.9958,33
97,55.6457,20095,0.00327869,275.758,34
98,55.6434,24732,0.00578035,170.813,35
102,55.6367,179149,0,922.323,36
103,55.6298,662634,0,2131.13,37
104,55.6121,4185,0,241.716,38
105,55.5918,1071,0.000660571,24537,39
107,55.5905,71885,0,84.1595,40
112,55.5865,30395,0,97.178,41
116,55.5783,87936,0,59.331,42
118,55.5675,883,0.00170261,1677.07,43
119,55.5665,252756,0,145.258,44
120,55.564,1587,0,529.651,45
123,55.5558,29772,0.00462963,222.238,46
129,55.5394,104908,0,69.4822,47
132,55.536,38384,0.00181928,1532.74,48
133,55.5355,19578,0,57.6132,49
137,55.533,928,0.000252605,7200.25,50
142,55.5268,69931,0,912.625,51
143,55.5229,1210,0.00252605,1460.04,52
145,55.5214,8919,0,58.9086,53
147,55.5195,362,0.00129693,13109.6,54
148,55.5158,80439,0.00462963,199.929,55
150,55.5143,89639,0.00214592,427.102,56
153,55.5013,662158,0,119.118,57
156,55.4992,2196,0.00680272,138.325,58
157,55.4922,2774,0.00123153,720.144,59
160,55.4898,18938,0.00301205,317.854,60
170,55.4891,1039106,0,128.827,61
172,55.4884,645916,0.00109679,1784.67,62
173,55.4876,62601,0,116.619,63
176,55.4873,66332,0.00518806,324.144,64
182,55.484,646628,0,701.346,65
184,55.4832,8256,0.0064655,440.31,66
198,55.4809,263711,0.00917431,105.16,67
200,55.478,4480,0.00649351,137.017,68
202,55.4756,268336,0.00135089,1417.77,69
203,55.4751,3008,0.00841215,453.774,70
206,55.4689,91958,0.00127389,750.203,71
209,55.4642,47794,0.00145138,619.623,72
215,55.4607,1036,0.00467289,1396.76,73
217,55.4584,210612,0,230.701,74
219,55.4557,33588,0,62.238,75
225,55.4485,126853,0,76.7527,76
231,55.4448,1190,0.00215604,3540.22,77
235,55.4361,122800,0.00833333,107.358,78
237,55.4197,18858,0.00355113,1329.73,79
239,55.4195,20234,0.00681594,929.158,80
243,55.4162,112773,0.00471698,192.28,81
248,55.4147,516,0.00209168,2725.67,82
249,55.4128,78799,0.00540541,161.803,83
252,55.4042,281844,0,60.7046,84
254,55.403,82035,0.00621118,150.856,85
259,55.3982,143923,0,149.99,86
265,55.3958,2834,0.00524245,364.926,87
267,55.3865,92788,0,75.1333,88
270,55.3857,672567,0,160.998,89
279,55.3672,63994,0,60.5214,90
284,55.3638,642989,0.0060241,153.251,91
287,55.3626,104098,0.00833333,112.572,92
290,55.3602,70578,0.0090293,208.787,93
295,55.3571,62726,0.0027933,353.218,94
299,55.3553,3433,0.00507614,189.866,95
301,55.3518,20754,0.00962689,376.963,96
305,55.3501,662157,0,59.7548,97
307,55.3498,13024,0.00632465,1313.41,98
308,55.345,62206,0,98.3759,99
310,55.3398,2234,0.00791553,363.516,100
313,55.3368,173055,0.00909091,103.453,101
315,55.3311,21289,0,170.416,102
316,55.3208,14702,0.0033195,549.644,103
320,55.3082,38388,0.008,112.585,104
321,55.3008,96241,0,153.537,105
327,55.298,20795,0.00511944,534.376,106
328,55.2963,25845,0.0060241,159.094,107
329,55.2962,77260,0.00215054,422.234,108
330,55.2958,4050,0.00884956,118.834,109
350,55.2905,118789,0,110.46,110
352,55.2905,1013584,0,107.538,111
368,55.289,63442,0.00588235,157.186,112
377,55.2865,88604,0.00775194,112.747,113
382,55.2862,4333,0.00492611,182.405,114
385,55.2851,20243,0,56.5984,115
387,55.2844,665749,0,277.779,116
388,55.2778,2759,0.00793647,993.39,117
389,55.2744,694932,0.00315457,320.59,118
398,55.2723,126137,0.00684932,137.671,119
399,55.2711,3162,0.00280702,1954.93,120
400,55.2698,2720,0.00823525,751.246,121
409,55.2658,3523,0.00850154,1308.19,122
416,55.2649,889,0.0051903,1616.56,123
418,55.2643,275,0.00598801,779.855,124
419,55.263,82109,0,162.41,125
420,55.2578,160789,0.00257732,314.171,126
424,55.2538,35660,0.000177281,10455.8,127
426,55.2494,403,0.00766084,1831.88,128
431,55.2439,280435,0.00214094,2521.28,129
434,55.2431,20586,0.00742571,358.696,130
441,55.235,661610,0,1092.3,131
459,55.229,30851,0,88.4608,132
460,55.2276,5826,0.00477897,386.382,133
462,55.2266,657377,0,135.227,134
463,55.2253,684215,0.00134998,1352.78,135
473,55.2242,33781,0,83.1016,136
479,55.2187,648298,0,608.682,137
483,55.2183,108623,0.000816243,4370.35,138
496,55.2141,574709,0,60.4392,139
509,55.2087,658459,0.00398406,241.68,140
534,55.2086,19462,0.00793647,364.967,141
535,55.1994,866,0.00911848,322.871,142
536,55.1979,94059,0,509.898,143
542,55.1933,1489,0.00489895,2356.72,144
551,55.1873,751972,0,78.3844,145
563,55.1866,105,0.00210094,9732.43,146
570,55.1864,106354,0.00141911,1924.43,147
577,55.1842,642861,0.000791318,8340.83,148
583,55.1781,643719,0.00285459,2624.09,149
585,55.1721,27976,0.00778812,597.395,150
592,55.1712,1259,0.00179614,1016.64,151
596,55.1628,662350,0,127.646,152
602,55.1575,2344,0.00412158,883.656,153
608,55.1519,104848,0.00775194,125.782,154
609,55.1461,27685,0.00761902,229.618,155
612,55.1452,155431,0.00100234,2691.17,156
613,55.1433,18613,0.00957847,451.496,157
619,55.142,230052,0.00693239,256.078,158
636,55.1374,722,0.00608981,1881.31,159
637,55.1332,3899,0.00961531,666.96,160
648,55.1325,106976,0.00303951,307.635,161
652,55.1293,3101,0,976.286,162
661,55.1259,115240,0.00136729,2635.59,163
663,55.1237,146937,0.00694444,138.445,164
668,55.1149,685071,0,257.657,165
670,55.1112,4541,0.00629919,1417.88,166
674,55.1066,678999,0,140.43,167
681,55.1066,2525,0.00770391,3382.65,168
685,55.101,642490,0.00597268,3197.25,169
701,55.1003,8879,0.00594794,608.348,170
716,55.1002,134082,0,74.4862,171
717,55.1001,515983,0.00765791,708.955,172
719,55.0953,805,0.00808749,1976.62,173
721,55.0945,21241,0.00842102,211.122,174
729,55.0934,60324,0,128.953,175
730,55.0889,646255,0.00161204,1767.64,176
732,55.0843,650456,0.0040858,472.503,177
733,55.083,27543,0.00419375,1952.66,178
747,55.0802,1845,0.00618555,3837.39,179
752,55.075,122825,0,254.472,180
767,55.0745,97346,0.00686104,276.667,181
782,55.073,196,0.0071191,2001.28,182
783,55.0657,4,0.00520833,178.823,183
787,55.0603,37027,0.00261267,716.084,184
793,55.0598,37063,0.00593118,776.173,185
796,55.0563,1009453,0.0045662,625.318,186
798,55.0519,69794,0,170.871,187
800,55.0408,21080,0.00968985,477.144,188
813,55.0406,2810,0.00917004,957.59,189
816,55.039,357530,0.00541393,2067.82,190
819,55.0377,72481,0.00632911,145.853,191
825,55.0365,657357,0.00111857,888.135,192
827,55.0363,122910,0,58.7103,193
835,55.0335,254926,0.00195567,1397.72,194
838,55.0251,75543,0.0046471,1583.57,195
841,55.0235,36072,0.00361337,513.094,196
