seen,influence_threshold,user_index,ap, infScore, seed_size
11,1489.57,657449,0,1787.38,1
52,1486.14,3424,0.000798379,2772.71,2
58,1468.12,26084,0.00381731,1834.65,3
103,1460.04,662634,0.0108083,2131.13,4
105,1431.54,1071,0.000595319,24537,5
118,1417.88,883,0.0513125,1677.07,6
132,1417.77,38384,0.00951926,1532.74,7
137,1412.94,928,0.0566985,7200.25,8
143,1397.72,1210,0.150235,1460.04,9
147,1396.76,362,0.0258931,13109.6,10
172,1394.53,645916,0.00501956,1784.67,11
202,1385.49,268336,0.00692184,1417.77,12
215,1385.34,1036,0.0384184,1396.76,13
231,1384.37,1190,0.0230961,3540.22,14
248,1383.72,516,0.0231206,2725.67,15
399,1372.53,3162,0.0684608,1954.93,16
416,1371.65,889,0.0956023,1616.56,17
424,1370.2,35660,0.00615455,10455.8,18
426,1364.5,403,0.0845304,1831.88,19
431,1352.78,280435,0.0333101,2521.28,20
463,1347.38,684215,0.0684192,1352.78,21
483,1345.32,108623,0.0491518,4370.35,22
542,1343.78,1489,0.047458,2356.72,23
563,1338.58,105,0.0790105,9732.43,24
570,1337.39,106354,0.103476,1924.43,25
577,1336.37,642861,0.0525498,8340.83,26
583,1335.58,643719,0.106238,2624.09,27
612,1334.73,155431,0.0858516,2691.17,28
636,1330.66,722,0.148155,1881.31,29
661,1329.73,115240,0.16029,2635.59,30
670,1318.48,4541,0.110262,1417.88,31
681,1313.41,2525,0.159292,3382.65,32
685,1308.19,642490,0.247005,3197.25,33
719,1296.88,805,0.22313,1976.62,34
730,1279.76,646255,0.13694,1767.64,35
733,1278.11,27543,0.0568814,1952.66,36
747,1261.1,1845,0.0938599,3837.39,37
782,1251.59,196,0.127309,2001.28,38
816,1246.16,357530,0.246397,2067.82,39
835,1241.37,254926,0.11434,1397.72,40
838,1236.34,75543,0.116623,1583.57,41
868,1229.7,807,0.219941,5735.15,42
899,1228.74,62875,0.187564,1945.53,43
919,1225.56,110104,0.0771473,2532.99,44
924,1217.92,20024,0.0762785,1801.85,45
950,1199.29,2844,0.164215,1486.14,46
951,1197.79,2282,0.240108,2060.83,47
964,1194.1,479,0.269705,4009.7,48
984,1193.84,108601,0.0641478,2007.08,49
1002,1186.61,20363,0.0926574,2413.2,50
1019,1180.28,21,0.2193,1916.31,51
1023,1171.88,94026,0.281191,1955.91,52
1052,1167.05,20011,0.0351077,2098.36,53
1056,1166.79,1226,0.328529,1199.29,54
1074,1159.24,672244,0.0270695,1817.28,55
1150,1147.48,1244,0.433966,3630.09,56
1190,1144.16,642536,0.171389,4182.73,57
1241,1138.64,4562,0.412397,1159.24,58
1271,1137.75,1011428,0.217077,2044.49,59
1307,1131.75,47763,0.234267,1802.62,60
1319,1113.92,687,0.314136,2317.75,61
1351,1107.4,27803,0.323166,1936.6,62
1361,1099.35,2686,0.385129,4335.36,63
1413,1095.77,482708,0.257399,9289.15,64
1456,1092.3,167,0.114158,1180.28,65
1500,1088.12,27836,0.421617,4746.36,66
1510,1087.22,104683,0.549919,1394.53,67
1533,1071.25,71075,0.0444305,1412.94,68
1570,1068.61,2316,0.683552,1948.15,69
1572,1067.23,2782,0.664112,2234.19,70
1596,1055.87,660238,0.0944761,1538.3,71
1625,1055.71,340,0.492794,2342.03,72
1697,1052.97,645693,0.268794,1336.37,73
1772,1052.34,3523,0.331315,1308.19,74
1788,1046.49,2422,0.747685,1592.47,75
1805,1046.44,60085,0.819121,1506.54,76
1815,1040.59,2538,0.772965,2198.84,77
1948,1038.54,93539,0.730973,1910.02,78
1951,1033.18,4935,0.0582169,1318.48,79
1977,1031.26,1490,0.32245,2272.84,80
2020,1021.67,831,0.363599,3989.1,81
2049,1020.03,642539,0.0788691,1523.18,82
2077,1016.64,69853,0.465267,1052.97,83
2220,1013.06,825,0.575099,1722.99,84
2238,1012.86,1271,0.636537,1335.58,85
2243,1012.53,684219,0.119273,1067.23,86
2255,1010.44,1574,0.242035,1038.54,87
2272,1008.87,1182,0.506141,1866.54,88
2310,1008.77,209,0.534192,2498.95,89
2322,1001.57,17404,0.713948,1193.84,90
2343,1000.45,1273,0.529647,1989.23,91
2371,999.77,33,0.283994,1008.77,92
2392,997.027,1258,0.573458,1251.59,93
2410,995.4,3,0.453869,2634.84,94
2482,994.084,13024,0.241926,1313.41,95
2500,993.429,1239,0.58973,1166.79,96
2524,993.39,1001507,0.053345,1384.37,97
2590,993.326,13567,0.638912,1020.03,98
2630,992.341,105477,0.815473,2532.56,99
2656,978.751,644920,0.739098,1055.71,100
2706,976.286,676602,0.108988,2697.44,101
2905,974.881,3099,0.454302,1838.11,102
2937,966.328,649853,0.293938,1021.67,103
2939,961.122,23840,0.120886,1278.11,104
2954,960.733,1368,0.508486,1904.67,105
2987,960.422,880,0.683333,1345.32,106
3000,960.278,44005,0.804724,2721.87,107
3013,957.59,676429,0.31304,1347.38,108
3043,955.402,3948,0.242568,994.084,109
3073,954.807,11879,0.13237,1702.42,110
3085,951.826,105327,0.523543,1167.05,111
3089,951.275,694116,0.112073,995.4,112
3109,949.814,469,0.856244,1225.56,113
3120,945.205,44012,0.796582,1884.32,114
3130,941.486,114445,0.0681572,1071.25,115
3132,935.957,3482,0.605036,1338.58,116
3144,934.536,772,0.62993,2609.06,117
3237,933.185,2632,0.875086,3760.87,118
3259,931.907,1069,0.878796,1568.84,119
3280,931.199,110194,0.258047,2169.47,120
3340,929.446,5995,0.30379,1768.9,121
3351,929.158,20256,0.578331,1468.12,122
3355,923.244,686673,0.0563892,1370.2,123
3463,922.795,17342,0.265286,1144.16,124
3527,922.323,8745,0.757784,2526.61,125
3568,919.696,33541,0.856708,1217.92,126
3581,915.997,103,0.788949,2566.2,127
3717,912.625,1024,0.608516,2174.14,128
3881,911.201,21137,0.820489,2004.21,129
3894,904.995,1431,0.770917,2646.51,130
3913,904.956,115673,0.873096,2781.73,131
3967,901.869,3231,0.78971,1113.92,132
3995,897.388,513,0.847918,911.201,133
4016,891.643,3491,0.463447,1046.49,134
4036,889.53,642782,0.856014,919.696,135
4109,888.135,179149,0.129223,922.323,136
4289,887.701,4221,0.271534,1046.44,137
4466,883.656,3101,0.344562,976.286,138
4508,875.831,802,0.866752,3210.71,139
4552,869.553,383,0.794659,2824.74,140
4601,865.558,71153,0.231632,1261.1,141
