seen,influence_threshold,user_index,ap, infScore, seed_size
6,216.169,249069,0,227.016,1
11,216.169,657449,0,1787.38,2
21,216.169,1239,0,1166.79,3
25,216.169,1101,0.000431264,217.222,4
26,216.169,5205,0.000866039,568.895,5
40,216.169,104677,0.000119192,266.91,6
47,216.169,6400,0.000320366,652.391,7
52,216.169,3424,0.00102492,2772.71,8
58,216.169,26084,0.0039244,1834.65,9
59,216.169,102903,0.000216475,774.278,10
64,216.169,642782,0.00235681,919.696,11
75,216.169,3491,0.00158815,1046.49,12
80,216.169,729,0.00664943,749.683,13
81,216.169,469,0.00508299,1225.56,14
85,216.169,21159,0.00124294,889.53,15
92,216.169,62903,0.00566455,454.336,16
97,216.169,20095,0.00272928,275.758,17
102,216.169,179149,0.000563263,922.323,18
103,216.169,662634,0.0111132,2131.13,19
104,216.169,4185,0.000927294,241.716,20
105,216.169,1071,0.00413548,24537,21
118,216.169,883,0.0597028,1677.07,22
120,216.169,1587,0.00437821,529.651,23
123,216.169,29772,0.018988,222.238,24
132,216.169,38384,0.0151667,1532.74,25
137,216.169,928,0.0622267,7200.25,26
142,216.169,69931,0.0079564,912.625,27
143,216.169,1210,0.161199,1460.04,28
147,216.169,362,0.0390584,13109.6,29
150,216.169,89639,0.00725541,427.102,30
157,216.169,2774,0.0280416,720.144,31
160,216.169,18938,0.0710782,317.854,32
169,216.169,9954,0.050001,238.946,33
172,216.169,645916,0.00881959,1784.67,34
176,216.169,66332,0.0215475,324.144,35
182,216.169,646628,0.00318725,701.346,36
183,216.169,2485,0.0487065,413.784,37
184,216.169,8256,0.0695752,440.31,38
194,216.169,21306,0.0254143,235.591,39
202,216.169,268336,0.00835252,1417.77,40
203,216.169,3008,0.116779,453.774,41
206,216.169,91958,0.0134074,750.203,42
209,216.169,47794,0.0297655,619.623,43
215,216.169,1036,0.057345,1396.76,44
217,216.169,210612,0.00698839,230.701,45
231,216.169,1190,0.0361566,3540.22,46
234,216.169,114921,0.0725697,369.144,47
237,216.169,18858,0.0134447,1329.73,48
239,216.169,20234,0.0619871,929.158,49
248,216.169,516,0.0418833,2725.67,50
253,216.169,8856,0.11679,256.547,51
265,216.169,2834,0.0899997,364.926,52
295,216.169,62726,0.0266425,353.218,53
301,216.169,20754,0.041134,376.963,54
307,216.169,13024,0.0887802,1313.41,55
310,216.169,2234,0.0815037,363.516,56
316,216.169,14702,0.0339831,549.644,57
327,216.169,20795,0.0488469,534.376,58
329,216.169,77260,0.0540898,422.234,59
387,216.169,665749,0.0160767,277.779,60
388,216.169,2759,0.112299,993.39,61
389,216.169,694932,0.0215833,320.59,62
399,216.169,3162,0.118331,1954.93,63
400,216.169,2720,0.125679,751.246,64
409,216.169,3523,0.112504,1308.19,65
414,216.169,7904,0.126024,218.774,66
416,216.169,889,0.145211,1616.56,67
418,216.169,275,0.140139,779.855,68
420,216.169,160789,0.0205757,314.171,69
424,216.169,35660,0.00755864,10455.8,70
426,216.169,403,0.205033,1831.88,71
431,216.169,280435,0.0585267,2521.28,72
434,216.169,20586,0.113728,358.696,73
441,216.169,661610,0.0565975,1092.3,74
447,216.169,833,0.226919,478.139,75
450,216.169,20081,0.140391,520.564,76
460,216.169,5826,0.110257,386.382,77
463,216.169,684215,0.0741814,1352.78,78
479,216.169,648298,0.0547397,608.682,79
483,216.169,108623,0.0855919,4370.35,80
487,216.169,5135,0.0789822,247.266,81
491,216.169,20532,0.165537,221.21,82
509,216.169,658459,0.0418179,241.68,83
525,216.169,2708,0.0521594,441.733,84
534,216.169,19462,0.0561503,364.967,85
535,216.169,866,0.167653,322.871,86
536,216.169,94059,0.0447466,509.898,87
542,216.169,1489,0.126515,2356.72,88
553,216.169,2711,0.272962,330.354,89
563,216.169,105,0.135564,9732.43,90
570,216.169,106354,0.170559,1924.43,91
571,216.169,23129,0.164337,736.336,92
577,216.169,642861,0.0888242,8340.83,93
580,216.169,3673,0.0638729,268.599,94
583,216.169,643719,0.210013,2624.09,95
585,216.169,27976,0.223761,597.395,96
592,216.169,1259,0.189892,1016.64,97
597,216.169,2559,0.13747,548.23,98
599,216.169,642550,0.34931,273.467,99
602,216.169,2344,0.178769,883.656,100
609,216.169,27685,0.117356,229.618,101
612,216.169,155431,0.167066,2691.17,102
613,216.169,18613,0.113315,451.496,103
619,216.169,230052,0.143893,256.078,104
636,216.169,722,0.308978,1881.31,105
637,216.169,3899,0.0950035,666.96,106
648,216.169,106976,0.115253,307.635,107
652,216.169,3101,0.0922837,976.286,108
655,216.169,801,0.483175,1186.61,109
661,216.169,115240,0.285507,2635.59,110
668,216.169,685071,0.0994126,257.657,111
670,216.169,4541,0.260077,1417.88,112
671,216.169,18172,0.217962,1197.79,113
672,216.169,5872,0.401379,229.852,114
681,216.169,2525,0.278741,3382.65,115
685,216.169,642490,0.480763,3197.25,116
701,216.169,8879,0.300974,608.348,117
704,216.169,9239,0.350762,340.775,118
706,216.169,3916,0.0776664,431.966,119
717,216.169,515983,0.633619,708.955,120
719,216.169,805,0.443521,1976.62,121
720,216.169,642,0.24507,404.81,122
725,216.169,742,0.493798,1052.34,123
730,216.169,646255,0.158735,1767.64,124
732,216.169,650456,0.0506039,472.503,125
733,216.169,27543,0.0893787,1952.66,126
736,216.169,61543,0.378181,399.618,127
742,216.169,6210,0.431218,539.68,128
747,216.169,1845,0.307617,3837.39,129
751,216.169,2608,0.494418,414.39,130
752,216.169,122825,0.0221428,254.472,131
754,216.169,15143,0.495229,783.555,132
767,216.169,97346,0.159169,276.667,133
782,216.169,196,0.304929,2001.28,134
787,216.169,37027,0.0805666,716.084,135
793,216.169,37063,0.110573,776.173,136
796,216.169,1009453,0.379117,625.318,137
800,216.169,21080,0.336323,477.144,138
804,216.169,3219,0.360275,408.652,139
813,216.169,2810,0.427694,957.59,140
816,216.169,357530,0.462938,2067.82,141
825,216.169,657357,0.0675614,888.135,142
835,216.169,254926,0.261847,1397.72,143
837,216.169,3371,0.612986,562.29,144
838,216.169,75543,0.365969,1583.57,145
841,216.169,36072,0.175711,513.094,146
862,216.169,132538,0.114844,540.166,147
866,216.169,20278,0.568328,302.029,148
868,216.169,807,0.407902,5735.15,149
883,216.169,26352,0.0376013,513.204,150
897,216.169,646667,0.453526,247.967,151
899,216.169,62875,0.480005,1945.53,152
902,216.169,18105,0.389238,706.009,153
903,216.169,663582,0.526691,421.357,154
919,216.169,110104,0.205187,2532.99,155
924,216.169,20024,0.188191,1801.85,156
939,216.169,96926,0.109908,219.056,157
943,216.169,1013167,0.131191,312.153,158
945,216.169,20964,0.43024,381.752,159
946,216.169,78636,0.17013,477.085,160
950,216.169,2844,0.33881,1486.14,161
951,216.169,2282,0.610774,2060.83,162
953,216.169,9734,0.564065,615.658,163
963,216.169,27203,0.11716,382.948,164
964,216.169,479,0.539048,4009.7,165
981,216.169,16013,0.656364,419.238,166
984,216.169,108601,0.113352,2007.08,167
988,216.169,79719,0.589455,418.372,168
990,216.169,131027,0.0500779,626.62,169
1000,216.169,108617,0.368778,240.201,170
1002,216.169,20363,0.253924,2413.2,171
1019,216.169,21,0.474757,1916.31,172
1023,216.169,94026,0.593731,1955.91,173
1027,216.169,6375,0.529482,285.023,174
1035,216.169,692623,0.0367922,331.159,175
1041,216.169,758404,0.315298,560.189,176
1049,216.169,11303,0.537372,259.106,177
1052,216.169,20011,0.134723,2098.36,178
1053,216.169,3477,0.62145,922.795,179
1056,216.169,1226,0.639594,1199.29,180
1058,216.169,3665,0.177582,373.026,181
1059,216.169,72639,0.284198,226.597,182
1062,216.169,77110,0.335407,607.92,183
1069,216.169,78450,0.904888,251.098,184
1074,216.169,672244,0.0413729,1817.28,185
1077,216.169,2962,0.284309,325.802,186
1082,216.169,154085,0.192544,319.819,187
1083,216.169,881,0.783756,787.021,188
1110,216.169,110697,0.151028,267.577,189
1111,216.169,5929,0.85401,224.634,190
1113,216.169,18763,0.569109,401.472,191
1114,216.169,518634,0.545728,510.244,192
1116,216.169,72399,0.0856806,819.531,193
1126,216.169,521930,0.776972,248.042,194
1136,216.169,104540,0.746194,1031.26,195
1150,216.169,1244,0.603309,3630.09,196
1158,216.169,38374,0.507618,319.692,197
1166,216.169,2719,0.896635,324.409,198
1185,216.169,24420,0.47055,237.718,199
1190,216.169,642536,0.362503,4182.73,200
1206,216.169,20813,0.805437,365.336,201
1213,216.169,17270,0.10736,429.413,202
1217,216.169,660573,0.908119,274.498,203
1221,216.169,907,0.888157,462.915,204
1238,216.169,2423,0.736336,711.121,205
1239,216.169,107678,0.674719,276.442,206
1241,216.169,4562,0.839226,1159.24,207
1255,216.169,69888,0.0946013,247.8,208
1263,216.169,4921,0.197645,408.559,209
1268,216.169,4049,0.280642,858.415,210
1271,216.169,1011428,0.556889,2044.49,211
1274,216.169,3446,0.777412,544.02,212
1281,216.169,1011763,0.132876,271.208,213
1292,216.169,9405,0.252212,288.237,214
1294,216.169,20836,0.826141,315.493,215
1307,216.169,47763,0.703144,1802.62,216
1319,216.169,687,0.637737,2317.75,217
1337,216.169,642667,0.808839,251.647,218
1339,216.169,29579,0.721282,352.109,219
1341,216.169,17301,0.29614,222.268,220
1345,216.169,2846,0.876947,365.348,221
1346,216.169,1679,0.261829,314.513,222
1350,216.169,8184,0.954626,428.083,223
1351,216.169,27803,0.706055,1936.6,224
1352,216.169,11866,0.690964,446.014,225
1361,216.169,2686,0.717346,4335.36,226
1366,216.169,850,0.837778,643.271,227
1368,216.169,4435,0.737572,252.377,228
1380,216.169,660234,0.208141,329.88,229
1399,216.169,642877,0.668515,331.797,230
1400,216.169,6518,0.747554,511.551,231
1411,216.169,18792,0.28463,290.497,232
1412,216.169,1168,0.802635,615.155,233
1413,216.169,482708,0.466382,9289.15,234
1416,216.169,4904,0.307503,375.79,235
1431,216.169,3168,0.723693,476.191,236
1434,216.169,38409,0.256317,472.415,237
1439,216.169,9344,0.244489,250.821,238
1440,216.169,41561,0.432361,304.444,239
1444,216.169,732340,0.114615,259.972,240
1447,216.169,63732,0.707757,440.967,241
1448,216.169,997937,0.693852,325.239,242
1456,216.169,167,0.316186,1180.28,243
1475,216.169,2822,0.857848,549.905,244
1479,216.169,1232,0.901694,667.13,245
1500,216.169,27836,0.739544,4746.36,246
